Gaussian Function_0_0,x + tan(x),tensor(0.1107),-63.52581094175406
Gaussian Function_81_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58162880>>
Gaussian Function_81_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0625cd90>>
Gaussian Function_81_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136370>>
Gaussian Function_81_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4197df0>>
Gaussian Function_81_39,x**2*log(2),tensor(0.2399),-9.039062674739828
Gaussian Function_81_40,2*x + sinh(x),tensor(0.0890),-103.8693473529638
Gaussian Function_81_41,log(x**5),tensor(0.),0
Gaussian Function_81_42,x**2*cos(2),tensor(0.1845),-18.538409298996495
Gaussian Function_81_43,cos(2*x),tensor(0.3360),-2.9035909223594385
Gaussian Function_81_44,4*x**3 + x,tensor(0.0800),-131.33621025226157
Gaussian Function_81_45,x*(x + x*tan(1)),tensor(0.1703),-22.751506993159314
Gaussian Function_81_46,x**5 + 9*x,tensor(0.0338),-818.1274062724888
Gaussian Function_81_47,x/(x + 3),tensor(0.1930),-16.478734581250446
Gaussian Function_81_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58192250>>
Gaussian Function_81_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075850>>
Gaussian Function_81_50,x + cos(x + 1),tensor(0.3650),-2.025622713004412
Gaussian Function_81_51,sqrt(x) + 3*x,tensor(0.),0
Gaussian Function_81_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064f34f0>>
Gaussian Function_81_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41977c0>>
Gaussian Function_81_54,3*exp(3*x/2),tensor(0.0403),-566.1819066049771
Gaussian Function_81_55,x*exp(4),tensor(0.0061),-26576.40618210305
Gaussian Function_81_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4110b50>>
Gaussian Function_81_57,x**2 + x + log(x),tensor(0.),0
Gaussian Function_81_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d4880>>
Gaussian Function_81_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d4250>>
Gaussian Function_81_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d4280>>
Gaussian Function_81_61,exp(3*x + 4),tensor(0.0007),-2250746.3383140555
Gaussian Function_81_62,4*exp(x),tensor(0.0416),-528.5959768360112
Gaussian Function_81_63,x**2*(x + sin(x)),tensor(0.1551),-28.681997811153483
Gaussian Function_81_64,0,tensor(0.),0
Gaussian Function_81_65,log(2),tensor(0.),0
Gaussian Function_81_66,x**2 + 7*x,tensor(0.0454),-440.8982956814742
Gaussian Function_81_67,2*x*log(3),tensor(0.1137),-59.729372174117145
Gaussian Function_81_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26581e20>>
Gaussian Function_81_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650bd90>>
Gaussian Function_81_70,-10*log(x),tensor(0.),0
Gaussian Function_81_71,1,tensor(0.),0
Gaussian Function_81_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f25fc6820>>
Gaussian Function_81_73,x**3*(x + 2),tensor(0.1613),-26.05207321734905
Gaussian Function_81_74,4*x*(x**2 + x),tensor(0.0900),-101.15840968834966
Gaussian Function_81_75,x + (x + 2)**2,tensor(0.0430),-494.3952864391302
Gaussian Function_81_76,x*(x**2 + x)**6,tensor(0.0229),-1813.9590506295456
Gaussian Function_81_77,x**2*cosh(3),tensor(0.0447),-454.90403247518
Gaussian Function_81_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c9640>>
Gaussian Function_81_79,4*x + 4*tan(x),tensor(0.0347),-772.1001215381671
Gaussian Function_81_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580de2b0>>
Gaussian Function_81_81,-log(cos(2*x))/2,tensor(0.),0
Gaussian Function_81_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e047fd0>>
Gaussian Function_81_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f055fb880>>
Gaussian Function_81_84,x*(x + x*exp(2)),tensor(0.0540),-305.9088795189178
Gaussian Function_81_85,x*(x + cos(1)),tensor(0.2233),-11.093180479816363
Gaussian Function_81_86,x*tan(3*x),tensor(0.0221),-1955.4980547060266
Gaussian Function_81_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05afbbb0>>
Gaussian Function_81_88,-log(cos(x)),tensor(0.2347),-9.628636318794392
Gaussian Function_81_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58267250>>
Gaussian Function_81_90,sin(x)/2,tensor(0.1955),-15.941802551928216
Gaussian Function_81_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f25fc68b0>>
Gaussian Function_81_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262c1ca0>>
Gaussian Function_81_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2636c640>>
Gaussian Function_81_94,5*log(x),tensor(0.),0
Gaussian Function_81_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650b430>>
Gaussian Function_81_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262bc7c0>>
Gaussian Function_81_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5855c6d0>>
Gaussian Function_81_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584750a0>>
Gaussian Function_81_99,1 - x,tensor(0.2163),-12.127283625686623
Gaussian Function_81_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d9f640>>
Gaussian Function_81_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064f3820>>
Gaussian Function_81_102,x/(x + 4),tensor(0.1993),-15.142395672297532
Gaussian Function_81_103,5*x + log(x),tensor(0.),0
Gaussian Function_81_104,x**2 + x + sin(x),tensor(0.1349),-40.10434750075853
Gaussian Function_81_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4197790>>
Gaussian Function_81_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266ab340>>
Gaussian Function_81_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2633a400>>
Gaussian Function_81_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f74c0>>
Gaussian Function_81_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2676dfa0>>
Gaussian Function_81_110,log(x + 2),tensor(0.3598),-2.1665528369599363
Gaussian Function_81_111,sin(4*x)/4,tensor(0.2046),-14.109864772233593
Gaussian Function_81_112,x*(x + cos(x)),tensor(0.2100),-13.15395225617496
Gaussian Function_81_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266bd910>>
Gaussian Function_81_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26540b50>>
Gaussian Function_81_115,x**3 + 2*x**2,tensor(0.1919),-16.743934490297168
Gaussian Function_81_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0db370>>
Gaussian Function_81_117,0,tensor(0.),0
Gaussian Function_81_118,x**6/38,tensor(0.2089),-13.337766892883078
Gaussian Function_81_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa412dfa0>>
Gaussian Function_81_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8416f2b0>>
Gaussian Function_81_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8416f430>>
Gaussian Function_81_122,x**(3/2),tensor(0.),0
Gaussian Function_81_123,0,tensor(0.),0
Gaussian Function_81_124,x + 3,tensor(0.0802),-130.56135645555764
Gaussian Function_81_125,x**(9/2),tensor(0.),0
Gaussian Function_81_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4123f40>>
Gaussian Function_81_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f7e20>>
Gaussian Function_82_0,x**2 + 5*log(x)/4,tensor(0.),0
Gaussian Function_82_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58162ac0>>
Gaussian Function_82_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092160>>
Gaussian Function_82_3,x**2*(x + cos(x)),tensor(0.2156),-12.239287696551562
Gaussian Function_82_4,x**4/16,tensor(0.2103),-13.105008778239553
Gaussian Function_82_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4168e20>>
Gaussian Function_82_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5855c4f0>>
Gaussian Function_82_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5855cbe0>>
Gaussian Function_82_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b8850>>
Gaussian Function_82_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bf9a0>>
Gaussian Function_82_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c7790>>
Gaussian Function_82_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c77c0>>
Gaussian Function_82_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5808c1c0>>
Gaussian Function_82_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41a9550>>
Gaussian Function_82_14,x + x*exp(-x),tensor(0.0958),-88.06895054639575
Gaussian Function_82_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58177070>>
Gaussian Function_82_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26606f70>>
Gaussian Function_82_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41a9e50>>
Gaussian Function_82_18,sinh(x)*cosh(x),tensor(0.1426),-35.147464669883426
Gaussian Function_82_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4110d60>>
Gaussian Function_82_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0625c220>>
Gaussian Function_82_21,x*(x**4 + x) + x,tensor(0.1596),-26.742443320987952
Gaussian Function_82_22,x*tanh(5),tensor(0.1670),-23.866064430311148
Gaussian Function_82_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4063940>>
Gaussian Function_82_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064c0a00>>
Gaussian Function_82_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f060648e0>>
Gaussian Function_82_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f060649d0>>
Gaussian Function_82_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26780040>>
Gaussian Function_82_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26780e20>>
Gaussian Function_82_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828bb50>>
Gaussian Function_82_30,-5*x + x*log(3),tensor(0.0770),-142.56203926849886
Gaussian Function_82_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580fa3d0>>
Gaussian Function_82_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580fafd0>>
Gaussian Function_82_33,pi*x/15,tensor(0.2044),-14.14582959721304
Gaussian Function_82_34,5*x + 1/3,tensor(0.0619),-228.8270296958849
Gaussian Function_82_35,sqrt(x)/3,tensor(0.),0
Gaussian Function_82_36,-x*cosh(x) + sinh(x),tensor(0.2076),-13.564236216286249
Gaussian Function_82_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2636c790>>
Gaussian Function_82_38,x/(x + exp(x)),tensor(0.0380),-640.4371581148878
Gaussian Function_82_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740370>>
Gaussian Function_82_40,x**2/2,tensor(0.2338),-9.74575871447596
Gaussian Function_82_41,x + x/(x + 4),tensor(0.1516),-30.326316581811767
Gaussian Function_82_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828b640>>
Gaussian Function_82_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104250>>
Gaussian Function_82_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e6df0>>
Gaussian Function_82_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b7850>>
Gaussian Function_82_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4104040>>
Gaussian Function_82_47,3*x - cos(x),tensor(0.0744),-153.93716571010555
Gaussian Function_82_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266ab400>>
Gaussian Function_82_49,4*x + 1/3,tensor(0.0756),-148.32807549386297
Gaussian Function_82_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266061c0>>
Gaussian Function_82_51,x**2 + exp(x),tensor(0.1483),-31.961945183252695
Gaussian Function_82_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e047c10>>
Gaussian Function_82_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4164490>>
Gaussian Function_82_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e04a280>>
Gaussian Function_82_55,2*x*sinh(x),tensor(0.1847),-18.494482917178033
Gaussian Function_82_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5808cb80>>
Gaussian Function_82_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05da5100>>
Gaussian Function_82_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05da5a90>>
Gaussian Function_82_59,sinh(x + 1),tensor(0.1445),-34.02827067873966
Gaussian Function_82_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580f2340>>
Gaussian Function_82_61,log(x)/2,tensor(0.),0
Gaussian Function_82_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265814c0>>
Gaussian Function_82_63,1/(x + 3),tensor(0.3112),-3.8978826862753335
Gaussian Function_82_64,x + exp(x),tensor(0.1331),-41.45005794558445
Gaussian Function_82_65,6*log(x),tensor(0.),0
Gaussian Function_82_66,tan(x) + 5,tensor(0.0448),-454.34203008831224
Gaussian Function_82_67,(2*x + 1)/x**12,tensor(1.3197e-24),-5.742155203369495e+47
Gaussian Function_82_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0625c670>>
Gaussian Function_82_69,sin(x + 1),tensor(0.4004),-1.242334350802377
Gaussian Function_82_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4164a30>>
Gaussian Function_82_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5c10>>
Gaussian Function_82_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58382820>>
Gaussian Function_82_73,x*(x**3 + x),tensor(0.2061),-13.830166242441601
Gaussian Function_82_74,2*x**3*(x + 4),tensor(0.0595),-248.41508376392952
Gaussian Function_82_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c9310>>
Gaussian Function_82_76,2*x*(x**2 + 1),tensor(0.0860),-112.05781836053518
Gaussian Function_82_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2662f6a0>>
Gaussian Function_82_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828bd30>>
Gaussian Function_82_79,x*(x**6 + x),tensor(0.2311),-10.064231649939185
Gaussian Function_82_80,2*x + 8,tensor(0.0268),-1316.2592849728194
Gaussian Function_82_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841de580>>
Gaussian Function_82_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841ded30>>
Gaussian Function_82_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dec10>>
Gaussian Function_82_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841de760>>
Gaussian Function_82_85,5*x + 5*cos(x),tensor(0.0437),-478.2267961495715
Gaussian Function_82_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828ba30>>
Gaussian Function_82_87,x*exp(x + 2),tensor(0.0306),-1002.3048568218874
Gaussian Function_82_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4074f70>>
Gaussian Function_82_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4074ee0>>
Gaussian Function_82_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4074fd0>>
Gaussian Function_82_91,x + log(x) + 1,tensor(0.),0
Gaussian Function_82_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403ff40>>
Gaussian Function_82_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403f4f0>>
Gaussian Function_82_94,-5*x*acos(x),tensor(0.0344),-785.5814719738477
Gaussian Function_82_95,x - tan(4*x),tensor(0.0080),-15565.377870911117
Gaussian Function_82_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26540970>>
Gaussian Function_82_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f25fd5100>>
Gaussian Function_82_98,atanh(x)**2,tensor(0.1346),-40.3044913911879
Gaussian Function_82_99,x**2*cos(1),tensor(0.2353),-9.565321321062672
Gaussian Function_82_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e075610>>
Gaussian Function_82_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267800a0>>
Gaussian Function_82_102,cos(x),tensor(0.6273),0.6469628934551395
Gaussian Function_82_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4045370>>
Gaussian Function_82_104,x**3 - 1/x,tensor(0.0135),-5324.450788015184
Gaussian Function_82_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05af6e80>>
Gaussian Function_82_106,4*x*cosh(x) + x,tensor(0.0490),-376.14678467846613
Gaussian Function_82_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64097a30>>
Gaussian Function_82_108,x + cos(x) + 2,tensor(0.0859),-112.15438315233737
Gaussian Function_82_109,x*(2 - x),tensor(0.1051),-71.45866162770142
Gaussian Function_82_110,asinh(x + 1),tensor(0.3128),-3.8261811589873265
Gaussian Function_82_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f060643d0>>
Gaussian Function_82_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581f93a0>>
Gaussian Function_82_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5805f6a0>>
Gaussian Function_82_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262bce50>>
Gaussian Function_82_115,2*x/(x + 3),tensor(0.1721),-22.13025653217929
Gaussian Function_82_116,x*(x + sin(2)),tensor(0.1967),-15.682118720420185
Gaussian Function_82_117,cos(acosh(x)),tensor(0.),0
Gaussian Function_82_118,x - log(cos(x)) + sin(x),tensor(0.1315),-42.60167991523638
Gaussian Function_82_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580deb50>>
Gaussian Function_82_120,sinh(x)/2,tensor(0.1907),-17.005418030192782
Gaussian Function_82_121,2*x*cos(x),tensor(0.1441),-34.27720308836828
Gaussian Function_82_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2662f7f0>>
Gaussian Function_82_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2662fcd0>>
Gaussian Function_82_124,sin(5*x),tensor(0.1626),-25.51278806360053
Gaussian Function_82_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e054a90>>
Gaussian Function_82_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2662f520>>
Gaussian Function_82_127,(x + 5)/x,tensor(0.0027),-134297.69025365324
Gaussian Function_83_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840fca30>>
Gaussian Function_83_1,2*x*(2*x + 1),tensor(0.0991),-81.5843349091577
Gaussian Function_83_2,cosh(x + 2),tensor(0.0449),-451.3862974867258
Gaussian Function_83_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4159160>>
Gaussian Function_83_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064c0070>>
Gaussian Function_83_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581f9940>>
Gaussian Function_83_6,x**2*cos(2),tensor(0.1845),-18.538409298996495
Gaussian Function_83_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa40d0e80>>
Gaussian Function_83_8,15*log(x),tensor(0.),0
Gaussian Function_83_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0bfee0>>
Gaussian Function_83_10,-exp(-x),tensor(0.0873),-108.4271636684818
Gaussian Function_83_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581e8580>>
Gaussian Function_83_12,2*x*(x + 5)*exp(x),tensor(0.0199),-2436.9079855746127
Gaussian Function_83_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841e4c70>>
Gaussian Function_83_14,x*(x**4 + x),tensor(0.2261),-10.7195729986553
Gaussian Function_83_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26780100>>
Gaussian Function_83_16,(x**2 + x)**3,tensor(0.1074),-68.11270716187624
Gaussian Function_83_17,x + 1/(x + 4),tensor(0.2040),-14.22091215261577
Gaussian Function_83_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06524b20>>
Gaussian Function_83_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581778e0>>
Gaussian Function_83_20,5*x*cos(x),tensor(0.0788),-135.6032392473531
Gaussian Function_83_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136f40>>
Gaussian Function_83_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136ca0>>
Gaussian Function_83_23,cosh(2*x),tensor(0.1175),-55.37936064796029
Gaussian Function_83_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5805ff70>>
Gaussian Function_83_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266e61f0>>
Gaussian Function_83_26,log(x**2 + 4),tensor(0.2030),-14.418810535633954
Gaussian Function_83_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1e77c0>>
Gaussian Function_83_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416db50>>
Gaussian Function_83_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41973a0>>
Gaussian Function_83_30,3*cosh(x),tensor(0.0643),-210.94791338677655
Gaussian Function_83_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e136d60>>
Gaussian Function_83_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580de3a0>>
Gaussian Function_83_33,sinh(x)/2,tensor(0.1907),-17.005418030192782
Gaussian Function_83_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e047130>>
Gaussian Function_83_35,4*x*(x + log(x)),tensor(0.),0
Gaussian Function_83_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58328fa0>>
Gaussian Function_83_37,8*x**3,tensor(0.0579),-263.993130040603
Gaussian Function_83_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0625cd60>>
Gaussian Function_83_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580f3340>>
Gaussian Function_83_40,x*asinh(x)**2,tensor(0.1916),-16.798211392182555
Gaussian Function_83_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c7d60>>
Gaussian Function_83_42,x**2 - sin(x),tensor(0.1935),-16.371122762007815
Gaussian Function_83_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092760>>
Gaussian Function_83_44,x**2 + x*tan(1),tensor(0.1531),-29.597472081002028
Gaussian Function_83_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d4100>>
Gaussian Function_83_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841de790>>
Gaussian Function_83_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58584070>>
Gaussian Function_83_48,26*x**(3/2),tensor(0.),0
Gaussian Function_83_49,-x**3,tensor(0.1942),-16.220624616526013
Gaussian Function_83_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640fa9d0>>
Gaussian Function_83_51,exp(2*x),tensor(0.0856),-113.03306040016959
Gaussian Function_83_52,3*x**3 + 4,tensor(0.0562),-281.1974768486251
Gaussian Function_83_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583bbca0>>
Gaussian Function_83_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641452b0>>
Gaussian Function_83_55,x**2 + 2*log(x),tensor(0.),0
Gaussian Function_83_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58492850>>
Gaussian Function_83_57,sqrt(5)/3,tensor(0.),0
Gaussian Function_83_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f25fd5ca0>>
Gaussian Function_83_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828bc70>>
Gaussian Function_83_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828b5b0>>
Gaussian Function_83_61,3*x**2/34,tensor(0.2134),-12.585793744980636
Gaussian Function_83_62,x*sin(log(x)),tensor(0.),0
Gaussian Function_83_63,2*x*log(2),tensor(0.1470),-32.6563607336948
Gaussian Function_83_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1789d0>>
Gaussian Function_83_65,-8/x,tensor(0.0017),-343452.71565953834
Gaussian Function_83_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58492cd0>>
