Gaussian Function_0_0,x + tan(x),tensor(0.1150),-58.27104947249592
Gaussian Function_86_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64b4f0>>
Gaussian Function_86_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64bbe0>>
Gaussian Function_86_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64b940>>
Gaussian Function_86_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64b610>>
Gaussian Function_86_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64b9d0>>
Gaussian Function_86_114,exp(x - 1),tensor(0.3015),-4.365042381004478
Gaussian Function_86_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81c7d00>>
Gaussian Function_86_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b253cb20>>
Gaussian Function_86_117,x**2 + 1/tan(x),tensor(0.0077),-16724.016524434785
Gaussian Function_86_118,3*x - tan(x),tensor(0.1365),-38.98491616041514
Gaussian Function_86_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990193460>>
Gaussian Function_86_120,x**3 + x + cos(x),tensor(0.1756),-21.049202867012347
Gaussian Function_86_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b4c10>>
Gaussian Function_86_122,1/(2*x + 5),tensor(0.2614),-6.985315913350529
Gaussian Function_86_123,x**2/(x + 5),tensor(0.2191),-11.697608177543307
Gaussian Function_86_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140be0>>
Gaussian Function_86_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958058760>>
Gaussian Function_86_126,exp(2*x)/x,tensor(0.0076),-17022.904473988056
Gaussian Function_86_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010f460>>
Gaussian Function_87_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981508b0>>
Gaussian Function_87_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981876d0>>
Gaussian Function_87_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1997c0>>
Gaussian Function_87_3,x**3/log(4),tensor(0.1976),-15.49880544485374
Gaussian Function_87_4,x**7/7,tensor(0.2082),-13.464677240889586
Gaussian Function_87_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc756b80>>
Gaussian Function_87_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280aea90>>
Gaussian Function_87_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c8490>>
Gaussian Function_87_8,exp(x + 3),tensor(0.0077),-16692.251184139564
Gaussian Function_87_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc05a280>>
Gaussian Function_87_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c34c0>>
Gaussian Function_87_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2558520>>
Gaussian Function_87_12,x + cos(x/2),tensor(0.2422),-8.786101788039925
Gaussian Function_87_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281ccee0>>
Gaussian Function_87_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580aac40>>
Gaussian Function_87_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982cf220>>
Gaussian Function_87_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990193d30>>
Gaussian Function_87_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b253c2b0>>
Gaussian Function_87_18,5*x + asinh(x),tensor(0.0538),-308.71261000873153
Gaussian Function_87_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1da6550>>
Gaussian Function_87_20,8*x**3,tensor(0.0600),-244.5926788856695
Gaussian Function_87_21,exp(x)*sin(x),tensor(0.1768),-20.676237756610295
Gaussian Function_87_22,log(x + 2),tensor(0.3606),-2.143101083584994
Gaussian Function_87_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b4040>>
Gaussian Function_87_24,tan(x) + sinh(x),tensor(0.1115),-62.510811157160894
Gaussian Function_87_25,cos(x)**2,tensor(0.8695),0.9774591932460602
Gaussian Function_87_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1d39d0>>
Gaussian Function_87_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980cda60>>
Gaussian Function_87_28,2*x**2,tensor(0.2015),-14.701825260327924
Gaussian Function_87_29,222*x**3,tensor(0.0024),-176171.5620639873
Gaussian Function_87_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f815bbe0>>
Gaussian Function_87_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc12c730>>
Gaussian Function_87_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980ace50>>
Gaussian Function_87_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980ac190>>
Gaussian Function_87_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc532100>>
Gaussian Function_87_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc532af0>>
Gaussian Function_87_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc532850>>
Gaussian Function_87_37,x*sinh(3),tensor(0.0331),-854.9183726321256
Gaussian Function_87_38,x + 2*x*tan(4),tensor(0.0879),-106.73201404413872
Gaussian Function_87_39,x*log(3),tensor(0.1666),-24.035265767566123
Gaussian Function_87_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699809af10>>
Gaussian Function_87_41,x**2/(x + 4),tensor(0.2217),-11.322304986512181
Gaussian Function_87_42,32*x**2 + atan(x),tensor(0.0141),-4855.048751417991
Gaussian Function_87_43,2*x**2 - x,tensor(0.1675),-23.715837859713798
Gaussian Function_87_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990193250>>
Gaussian Function_87_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901ab490>>
Gaussian Function_87_46,x**12/12,tensor(0.2092),-13.287311068265058
Gaussian Function_87_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc135f40>>
Gaussian Function_87_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc160d90>>
Gaussian Function_87_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc160cd0>>
Gaussian Function_87_50,(x + 2)*exp(x),tensor(0.0645),-209.01868063595057
Gaussian Function_87_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc532820>>
Gaussian Function_87_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc572b50>>
Gaussian Function_87_53,x**2 + 2*x,tensor(0.1321),-42.19386907851833
Gaussian Function_87_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1200a0>>
Gaussian Function_87_55,x**2*sin(x) + x,tensor(0.1442),-34.210724514475196
Gaussian Function_87_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1001c0>>
Gaussian Function_87_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1000a0>>
Gaussian Function_87_58,x**5,tensor(0.1960),-15.821877876356734
Gaussian Function_87_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b4910>>
Gaussian Function_87_60,x**2*atan(x),tensor(0.1947),-16.10318476447221
Gaussian Function_87_61,x**3/3 + x,tensor(0.1611),-26.11618983151907
Gaussian Function_87_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11c220>>
Gaussian Function_87_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11cdf0>>
Gaussian Function_87_64,sinh(x)**2,tensor(0.2300),-10.202110309289457
Gaussian Function_87_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81808e0>>
Gaussian Function_87_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11c310>>
Gaussian Function_87_67,log(x**2 + 1),tensor(0.2430),-8.708570563059629
Gaussian Function_87_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc120130>>
Gaussian Function_87_69,(2*x**2 + x)**3,tensor(0.0355),-736.4549474800212
Gaussian Function_87_70,4*asinh(x),tensor(0.0807),-128.72929714400505
Gaussian Function_87_71,x*(x + cos(x + 1)),tensor(0.2110),-12.983678763144823
Gaussian Function_87_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901af0a0>>
Gaussian Function_87_73,x/sin(5),tensor(0.1727),-21.9413160222611
Gaussian Function_87_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5c3520>>
Gaussian Function_87_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930190070>>
Gaussian Function_87_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281389a0>>
Gaussian Function_87_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958131310>>
Gaussian Function_87_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958131a00>>
Gaussian Function_87_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d8b400>>
Gaussian Function_87_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c4d430>>
Gaussian Function_87_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930091280>>
Gaussian Function_87_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c4d130>>
Gaussian Function_87_83,(x + 3)**7,tensor(3.4202e-05),-854785212.5829456
Gaussian Function_87_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958099ca0>>
Gaussian Function_87_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f57f0>>
Gaussian Function_87_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6928140340>>
Gaussian Function_87_87,x**2*cos(2),tensor(0.1858),-18.20438555310128
Gaussian Function_87_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c32e0>>
Gaussian Function_87_89,-cos(x),tensor(0.1113),-62.701367914096146
Gaussian Function_87_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998076c40>>
Gaussian Function_87_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901a4e20>>
Gaussian Function_87_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc120e50>>
Gaussian Function_87_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d45e0>>
Gaussian Function_87_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d4d00>>
Gaussian Function_87_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc120100>>
Gaussian Function_87_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc120220>>
Gaussian Function_87_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1b87f0>>
Gaussian Function_87_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1b8fa0>>
Gaussian Function_87_99,cos(x)**2,tensor(0.8695),0.9774591932460602
Gaussian Function_87_100,(x + 5)**2,tensor(0.0080),-15371.762160008637
Gaussian Function_87_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581ab2e0>>
Gaussian Function_87_102,x + atan(x),tensor(0.1309),-43.064352471544005
Gaussian Function_87_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e018cd00>>
Gaussian Function_87_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f8a280>>
Gaussian Function_87_105,exp(x/2),tensor(0.2978),-4.560802513846265
Gaussian Function_87_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1351c0>>
Gaussian Function_87_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc135040>>
Gaussian Function_87_108,2*sinh(x),tensor(0.1176),-55.262867155717935
Gaussian Function_87_109,3*sinh(x),tensor(0.0879),-106.72455832941925
Gaussian Function_87_110,x*(x**2 + x),tensor(0.2139),-12.513992612855942
Gaussian Function_87_111,x*sin(5),tensor(0.1771),-20.58452944235081
Gaussian Function_87_112,x**3*exp(x) + x,tensor(0.1341),-40.689053611539215
Gaussian Function_87_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0122670>>
Gaussian Function_87_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990193e20>>
Gaussian Function_87_115,x**2 + x + 1,tensor(0.1750),-21.21294475646168
Gaussian Function_87_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5c3b50>>
Gaussian Function_87_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8098280>>
Gaussian Function_87_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8098a00>>
Gaussian Function_87_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699811fdf0>>
Gaussian Function_87_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc160850>>
Gaussian Function_87_121,-x**2 + 2*x,tensor(0.1108),-63.41876917382817
Gaussian Function_87_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c4df70>>
Gaussian Function_87_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900f0e50>>
Gaussian Function_87_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b1760>>
Gaussian Function_87_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11c1c0>>
Gaussian Function_87_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11c160>>
Gaussian Function_87_127,(x**2 + 2*x)**3,tensor(0.0318),-926.568587771614
Gaussian Function_88_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900f0f70>>
Gaussian Function_88_1,(x - 1)*exp(x),tensor(0.1123),-61.4755492906011
Gaussian Function_88_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980af6a0>>
Gaussian Function_88_3,3*x**2/2 + 3,tensor(0.0664),-196.73050869869482
Gaussian Function_88_4,tan(x)/x,tensor(0.2721),-6.155863761762104
Gaussian Function_88_5,x**2/cos(x),tensor(0.2149),-12.352637933702802
Gaussian Function_88_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63ab80>>
Gaussian Function_88_7,acosh(x),tensor(0.),0
Gaussian Function_88_8,-sinh(x),tensor(0.1694),-23.025173916959606
Gaussian Function_88_9,x*(x + 3) + x,tensor(0.0772),-142.03278550855038
Gaussian Function_88_10,4*x,tensor(0.0755),-148.80657746087286
Gaussian Function_88_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01c31c0>>
Gaussian Function_88_12,2*x - cos(x),tensor(0.0912),-98.40120235160308
Gaussian Function_88_13,6*x**4 + x,tensor(0.0956),-88.3943992729971
Gaussian Function_88_14,x*exp(x) + x,tensor(0.1187),-54.119998225627434
Gaussian Function_88_15,x - log(cos(x)),tensor(0.1852),-18.360446623292837
Gaussian Function_88_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a39c40>>
Gaussian Function_88_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a39e80>>
Gaussian Function_88_18,2*x + acos(x),tensor(0.1733),-21.75554150206916
Gaussian Function_88_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2ca9fd0>>
Gaussian Function_88_20,x**4 + x + tan(x),tensor(0.1179),-55.01519738460226
Gaussian Function_88_21,2*x - exp(x),tensor(0.0916),-97.40518817785065
Gaussian Function_88_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1cb640>>
Gaussian Function_88_23,200/x,tensor(3.8623e-05),-670324823.0248435
Gaussian Function_88_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998168b80>>
Gaussian Function_88_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990157520>>
Gaussian Function_88_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998058910>>
Gaussian Function_88_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81d8370>>
Gaussian Function_88_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69581635e0>>
Gaussian Function_88_29,cosh(4*x),tensor(0.0211),-2144.290890312846
Gaussian Function_88_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5c8640>>
Gaussian Function_88_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900f0dc0>>
Gaussian Function_88_32,exp(x)/5,tensor(0.2607),-7.03820155717106
Gaussian Function_88_33,atan(x),tensor(0.1793),-19.964099495301255
Gaussian Function_88_34,-4/(3*x**3),tensor(8.0605e-08),-153914917090555.06
Gaussian Function_88_35,2*x + asin(x),tensor(0.0908),-99.18041285727008
Gaussian Function_88_36,x*exp(2*x),tensor(0.0951),-89.605718763312
Gaussian Function_88_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982527f0>>
Gaussian Function_88_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63a6d0>>
Gaussian Function_88_39,x*atan(x),tensor(0.2427),-8.735585495909332
Gaussian Function_88_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010f6d0>>
Gaussian Function_88_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11c7f0>>
Gaussian Function_88_42,(x + 1)*(tan(x) + asin(x)),tensor(0.1044),-72.65565376247683
Gaussian Function_88_43,5*tan(x),tensor(0.0497),-365.14046432442245
Gaussian Function_88_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982cfd00>>
Gaussian Function_88_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300b1730>>
Gaussian Function_88_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1de5280>>
Gaussian Function_88_47,x*exp(5),tensor(0.0023),-183654.63325594887
Gaussian Function_88_48,x/sin(2),tensor(0.1665),-24.05669638881965
Gaussian Function_88_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64b1f0>>
Gaussian Function_88_50,x*(2*x + 5),tensor(0.0631),-219.64702360197094
Gaussian Function_88_51,x*acos(x/5),tensor(0.1395),-37.06405684784464
Gaussian Function_88_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1b84c0>>
Gaussian Function_88_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1b8550>>
Gaussian Function_88_54,x**3/(x + 4),tensor(0.2047),-14.08820997954115
Gaussian Function_88_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cc6d0>>
Gaussian Function_88_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64be20>>
Gaussian Function_88_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d5e7c0>>
Gaussian Function_88_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d5e9a0>>
Gaussian Function_88_59,sin(2*sqrt(x)),tensor(0.),0
Gaussian Function_88_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81c73d0>>
Gaussian Function_88_61,x**3,tensor(0.1895),-17.30007948222684
Gaussian Function_88_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2f8a3d0>>
Gaussian Function_88_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900b57f0>>
Gaussian Function_88_64,2*x*sin(2),tensor(0.1324),-41.90849166066424
Gaussian Function_88_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0122730>>
Gaussian Function_88_66,exp(2*x),tensor(0.0836),-119.08431283533996
Gaussian Function_88_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e00682e0>>
Gaussian Function_88_68,-acosh(x),tensor(0.),0
Gaussian Function_88_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5328e0>>
Gaussian Function_88_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5be4f0>>
Gaussian Function_88_71,10*x**3/9,tensor(0.1859),-18.173060646522046
Gaussian Function_88_72,3*x + sin(x),tensor(0.0771),-142.37254943225284
Gaussian Function_88_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990173bb0>>
Gaussian Function_88_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69300b6eb0>>
Gaussian Function_88_75,(x - 1)*exp(x),tensor(0.1123),-61.4755492906011
Gaussian Function_88_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1206a0>>
Gaussian Function_88_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11cf10>>
Gaussian Function_88_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11c850>>
Gaussian Function_88_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc11c460>>
Gaussian Function_88_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c8fb20>>
Gaussian Function_88_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c8f9d0>>
Gaussian Function_88_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c8f070>>
Gaussian Function_88_83,x*(x + 1),tensor(0.1896),-17.275936997359562
Gaussian Function_88_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c8fca0>>
Gaussian Function_88_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c8f7c0>>
Gaussian Function_88_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1cbee0>>
Gaussian Function_88_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1cb790>>
Gaussian Function_88_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1cb220>>
Gaussian Function_88_89,x + sin(x + 5),tensor(0.1032),-74.58375869465252
Gaussian Function_88_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958163580>>
Gaussian Function_88_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2ca9070>>
Gaussian Function_88_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958163130>>
Gaussian Function_88_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958163f70>>
Gaussian Function_88_94,x**3*exp(x),tensor(0.1849),-18.42082340104194
Gaussian Function_88_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b1820>>
Gaussian Function_88_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc68fdc0>>
Gaussian Function_88_97,x*(x + exp(x) + 11),tensor(0.0273),-1272.248087864131
Gaussian Function_88_98,x*(x**2 + x),tensor(0.2139),-12.513992612855942
Gaussian Function_88_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980afd90>>
Gaussian Function_88_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980af5b0>>
Gaussian Function_88_101,2*x*(x**4 + x),tensor(0.1702),-22.759340287777793
Gaussian Function_88_102,-sinh(x),tensor(0.1694),-23.025173916959606
Gaussian Function_88_103,126*x**2,tensor(0.0036),-78711.61476263718
Gaussian Function_88_104,x*cos(1),tensor(0.1946),-16.12321057048618
Gaussian Function_88_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f815b220>>
Gaussian Function_88_106,3/x,tensor(0.0026),-150757.64688831946
Gaussian Function_88_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69280b4310>>
Gaussian Function_88_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901a4dc0>>
Gaussian Function_88_109,x*(x + cosh(x)),tensor(0.1678),-23.581273607752134
Gaussian Function_88_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980f5df0>>
Gaussian Function_88_111,x + cos(log(x)),tensor(0.),0
Gaussian Function_88_112,2*x + acos(x),tensor(0.1733),-21.75554150206916
Gaussian Function_88_113,x*(2*x + 5),tensor(0.0631),-219.64702360197094
Gaussian Function_88_114,cos(5*x),tensor(0.1563),-28.15026861942368
Gaussian Function_88_115,8*x**4,tensor(0.0756),-148.72136381788303
Gaussian Function_88_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010f7c0>>
Gaussian Function_88_117,5*x**2/2,tensor(0.1747),-21.313751712374216
Gaussian Function_88_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998118940>>
Gaussian Function_88_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc100c40>>
Gaussian Function_88_120,x/sin(x),tensor(0.3302),-3.1139214371109007
Gaussian Function_88_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc7562e0>>
Gaussian Function_88_122,x + tanh(2*x),tensor(0.1170),-56.00496834627147
Gaussian Function_88_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5720d0>>
Gaussian Function_88_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc100d60>>
Gaussian Function_88_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc12ca00>>
Gaussian Function_88_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc12cd90>>
Gaussian Function_88_127,(x - 1)*exp(x),tensor(0.1123),-61.4755492906011
Gaussian Function_89_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699007cee0>>
Gaussian Function_89_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981c3dc0>>
Gaussian Function_89_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cc2b0>>
Gaussian Function_89_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc66e2e0>>
