 Nguyen-5'_0_0,x + sinh(x),tensor(0.0720),-164.92207476116118
 Nguyen-5'_41_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab407e2e0>>
 Nguyen-5'_41_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab407e700>>
 Nguyen-5'_41_21,x**25*exp(x),tensor(0.0832),-120.4492616392208
 Nguyen-5'_41_22,275,tensor(0.),0
 Nguyen-5'_41_23,x**2 + x + sin(x),tensor(0.0656),-201.82033826723995
 Nguyen-5'_41_24,-tanh(x),tensor(0.0817),-125.29128246784148
 Nguyen-5'_41_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0c5a30>>
 Nguyen-5'_41_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26ce80>>
 Nguyen-5'_41_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0b9ac0>>
 Nguyen-5'_41_28,2*x*cos(x),tensor(0.0783),-137.4937864301666
 Nguyen-5'_41_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e0a30>>
 Nguyen-5'_41_30,2*x*sin(x),tensor(0.0642),-211.7743189821672
 Nguyen-5'_41_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1375b0>>
 Nguyen-5'_41_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab407e280>>
 Nguyen-5'_41_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c09ce80>>
 Nguyen-5'_41_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780358b0>>
 Nguyen-5'_41_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a78035250>>
 Nguyen-5'_41_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140a90>>
 Nguyen-5'_41_37,log(x + 2),tensor(0.0636),-215.79109400456207
 Nguyen-5'_41_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140be0>>
 Nguyen-5'_41_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b6a60>>
 Nguyen-5'_41_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c0b6880>>
 Nguyen-5'_41_41,1/3,tensor(0.),0
 Nguyen-5'_41_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0c1910>>
 Nguyen-5'_41_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0c1e50>>
 Nguyen-5'_41_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f9040>>
 Nguyen-5'_41_45,sqrt(x) + x**3 + x,tensor(0.),0
 Nguyen-5'_41_46,x**2 + x + tan(x),tensor(0.0629),-220.7413410936108
 Nguyen-5'_41_47,log(x**2)**2,tensor(0.0085),-13665.448188610899
 Nguyen-5'_41_48,x*(x + 1)**2,tensor(0.0591),-252.08167730380393
 Nguyen-5'_41_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc18bb80>>
 Nguyen-5'_41_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2ec6a0>>
 Nguyen-5'_41_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2ecd30>>
 Nguyen-5'_41_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d7790>>
 Nguyen-5'_41_53,310*x**3,tensor(0.0014),-513267.0088443063
 Nguyen-5'_41_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1eec70>>
 Nguyen-5'_41_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1b0370>>
 Nguyen-5'_41_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0f8b80>>
 Nguyen-5'_41_57,x*(x + exp(x)),tensor(0.0593),-250.22842152353726
 Nguyen-5'_41_58,x*(x + sin(x) + 1),tensor(0.0621),-227.23291972393807
 Nguyen-5'_41_59,exp(x) + 5*sin(x),tensor(0.0367),-687.3715973309947
 Nguyen-5'_41_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a78035340>>
 Nguyen-5'_41_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab407ec70>>
 Nguyen-5'_41_62,-sin(x),tensor(0.0813),-126.73278007513679
 Nguyen-5'_41_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0820>>
 Nguyen-5'_41_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c03c970>>
 Nguyen-5'_41_65,log(x) + 2*log(x + 2),tensor(0.),0
 Nguyen-5'_41_66,3*x + log(x),tensor(0.),0
 Nguyen-5'_41_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c081850>>
 Nguyen-5'_41_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc038a30>>
 Nguyen-5'_41_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e06a0>>
 Nguyen-5'_41_70,x*(x*cos(x) + x),tensor(0.0651),-205.50756493020725
 Nguyen-5'_41_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e04f0>>
 Nguyen-5'_41_72,asin(x + 1),tensor(0.),0
 Nguyen-5'_41_73,sin(x) + cos(x),tensor(0.0585),-258.03195034411317
 Nguyen-5'_41_74,x/24,tensor(0.0852),-114.42994296860411
 Nguyen-5'_41_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140220>>
 Nguyen-5'_41_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29c8e0>>
 Nguyen-5'_41_77,(x + 5)**2,tensor(0.0060),-27698.02500028521
 Nguyen-5'_41_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1526a0>>
 Nguyen-5'_41_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1cac70>>
 Nguyen-5'_41_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1cad30>>
 Nguyen-5'_41_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1caf40>>
 Nguyen-5'_41_82,-exp(x) + sin(x),tensor(0.1941),-16.248415151925386
 Nguyen-5'_41_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f9cd0>>
 Nguyen-5'_41_84,x*(x + tan(x)),tensor(0.0595),-248.57169390286714
 Nguyen-5'_41_85,x**2/(x**3 + x),tensor(0.0838),-118.39052545372307
 Nguyen-5'_41_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038250>>
 Nguyen-5'_41_87,-2*x**2 + x*sin(x),tensor(0.1004),-79.3537860149878
 Nguyen-5'_41_88,x**2*cos(1),tensor(0.0780),-138.6626707697403
 Nguyen-5'_41_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc0fe550>>
 Nguyen-5'_41_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0813d0>>
 Nguyen-5'_41_91,x + exp(2*x),tensor(0.0375),-659.0838260290463
 Nguyen-5'_41_92,x**6 + 1,tensor(0.0536),-310.5712920326831
 Nguyen-5'_41_93,2*x*exp(2*x),tensor(0.0315),-945.8346635049058
 Nguyen-5'_41_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc152ac0>>
 Nguyen-5'_41_95,x**2 + 2*exp(x),tensor(0.0345),-782.2292332388073
 Nguyen-5'_41_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140700>>
 Nguyen-5'_41_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c06a760>>
 Nguyen-5'_41_98,662*x**3,tensor(0.0007),-2341315.5138773965
 Nguyen-5'_41_99,2*x*atanh(x),tensor(0.0531),-317.27165234707394
 Nguyen-5'_41_100,-5*x + log(x),tensor(0.),0
 Nguyen-5'_41_101,16/3,tensor(0.),0
 Nguyen-5'_41_102,x**3*(x + 2),tensor(0.0730),-160.14493638614627
 Nguyen-5'_41_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc127790>>
 Nguyen-5'_41_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c137f10>>
 Nguyen-5'_41_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c137850>>
 Nguyen-5'_41_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4091eb0>>
 Nguyen-5'_41_107,asin(x + 1),tensor(0.),0
 Nguyen-5'_41_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4091a30>>
 Nguyen-5'_41_109,x + tan(x + 1),tensor(0.0023),-193485.96096225374
 Nguyen-5'_41_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0960d0>>
 Nguyen-5'_41_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159c70>>
 Nguyen-5'_41_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bdee0>>
 Nguyen-5'_41_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bd400>>
 Nguyen-5'_41_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015ea60>>
 Nguyen-5'_41_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015e2e0>>
 Nguyen-5'_41_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015e4f0>>
 Nguyen-5'_41_117,x**3 - x**2,tensor(0.0969),-85.89088873910568
 Nguyen-5'_41_118,-x + log(2*x),tensor(0.),0
 Nguyen-5'_41_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40260a0>>
 Nguyen-5'_41_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1caa90>>
 Nguyen-5'_41_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1cadc0>>
 Nguyen-5'_41_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1ca400>>
 Nguyen-5'_41_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f9100>>
 Nguyen-5'_41_124,7*x/2,tensor(0.0584),-259.2338745392532
 Nguyen-5'_41_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0637c0>>
 Nguyen-5'_41_126,x**2*sin(4),tensor(0.0958),-88.05156742882022
 Nguyen-5'_41_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0637f0>>
 Nguyen-5'_42_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40cf940>>
 Nguyen-5'_42_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038e80>>
 Nguyen-5'_42_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c123160>>
 Nguyen-5'_42_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc19eb20>>
 Nguyen-5'_42_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c39f760>>
 Nguyen-5'_42_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c35ebb0>>
 Nguyen-5'_42_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a7810e3d0>>
 Nguyen-5'_42_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc17a8e0>>
 Nguyen-5'_42_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c348160>>
 Nguyen-5'_42_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1c6520>>
 Nguyen-5'_42_10,2*sqrt(x) + 1,tensor(0.),0
 Nguyen-5'_42_11,-x*acos(x),tensor(0.0645),-209.3534536350608
 Nguyen-5'_42_12,x**3 - 2*x,tensor(0.0770),-142.72992816719383
 Nguyen-5'_42_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c29cfa0>>
 Nguyen-5'_42_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1b07c0>>
 Nguyen-5'_42_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d9df0>>
 Nguyen-5'_42_16,x + 3*sin(x),tensor(0.0565),-277.7143352412893
 Nguyen-5'_42_17,(x**2 + 1)**5,tensor(0.0143),-4742.537103814262
 Nguyen-5'_42_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d9d60>>
 Nguyen-5'_42_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d93a0>>
 Nguyen-5'_42_20,5*x*(x + 3),tensor(0.0173),-3209.599101488853
 Nguyen-5'_42_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d9490>>
 Nguyen-5'_42_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1bd220>>
 Nguyen-5'_42_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1bd880>>
 Nguyen-5'_42_24,3*cosh(x),tensor(0.0302),-1032.1261721723301
 Nguyen-5'_42_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc105880>>
 Nguyen-5'_42_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0e5340>>
 Nguyen-5'_42_27,x + cos(1),tensor(0.0652),-204.450880851977
 Nguyen-5'_42_28,4*x**2 - x,tensor(0.0467),-415.83442478797053
 Nguyen-5'_42_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4062640>>
 Nguyen-5'_42_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4062580>>
 Nguyen-5'_42_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4062f10>>
 Nguyen-5'_42_32,-8/x**2,tensor(3.2387e-06),-95335127003.62389
 Nguyen-5'_42_33,10*x**3,tensor(0.0382),-634.6273053060877
 Nguyen-5'_42_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc143910>>
 Nguyen-5'_42_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd2e0>>
 Nguyen-5'_42_36,-x**5/5,tensor(0.0850),-114.82450599653855
 Nguyen-5'_42_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c0cd550>>
 Nguyen-5'_42_38,x**3*(x + 1),tensor(0.0762),-145.9885096734394
 Nguyen-5'_42_39,15/x,tensor(0.0004),-5641368.711439641
 Nguyen-5'_42_40,x*log(2*x) - x,tensor(0.),0
 Nguyen-5'_42_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc18b3a0>>
 Nguyen-5'_42_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4026610>>
 Nguyen-5'_42_43,2/x,tensor(0.0031),-100539.78090173245
 Nguyen-5'_42_44,sqrt(x + 2),tensor(0.0495),-366.9877803152527
 Nguyen-5'_42_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015e370>>
 Nguyen-5'_42_46,sin(x + 5),tensor(0.1450),-33.74898038047944
 Nguyen-5'_42_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015e670>>
 Nguyen-5'_42_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c2ec550>>
 Nguyen-5'_42_49,x + tanh(3),tensor(0.0555),-288.1041054408297
 Nguyen-5'_42_50,sinh(x + 5),tensor(0.0016),-368247.7273680076
 Nguyen-5'_42_51,x**2 + 5*x,tensor(0.0446),-458.46731398002817
 Nguyen-5'_42_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1a6190>>
 Nguyen-5'_42_53,x**2 + x*asin(x),tensor(0.0605),-239.87416347709438
 Nguyen-5'_42_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0384c0>>
 Nguyen-5'_42_55,x*acos(2*x),tensor(0.),0
 Nguyen-5'_42_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc03c2e0>>
 Nguyen-5'_42_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc074790>>
 Nguyen-5'_42_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c179160>>
 Nguyen-5'_42_59,2*x*exp(2*x),tensor(0.0315),-945.8346635049058
 Nguyen-5'_42_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa015e6d0>>
 Nguyen-5'_42_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc18baf0>>
 Nguyen-5'_42_62,2*tanh(x),tensor(0.0761),-146.2634458607392
 Nguyen-5'_42_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038550>>
 Nguyen-5'_42_64,x*(x**4 + 2),tensor(0.0686),-183.55688774478796
 Nguyen-5'_42_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c140f70>>
 Nguyen-5'_42_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c1403a0>>
 Nguyen-5'_42_67,x*exp(2),tensor(0.0346),-778.2743980575253
 Nguyen-5'_42_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159820>>
 Nguyen-5'_42_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e0d30>>
 Nguyen-5'_42_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159250>>
 Nguyen-5'_42_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e03d0>>
 Nguyen-5'_42_72,x**2 + x + tanh(x),tensor(0.0660),-199.22899057998302
 Nguyen-5'_42_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f7fd0>>
 Nguyen-5'_42_74,2*x + exp(cos(x)),tensor(0.0374),-661.7866340819743
 Nguyen-5'_42_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c055190>>
 Nguyen-5'_42_76,3*x**2 + x,tensor(0.0535),-311.6966871141338
 Nguyen-5'_42_77,-2*x*cos(1),tensor(0.0799),-131.52180998092285
 Nguyen-5'_42_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa01018e0>>
 Nguyen-5'_42_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab407e9d0>>
 Nguyen-5'_42_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40a0e50>>
 Nguyen-5'_42_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c063e80>>
 Nguyen-5'_42_82,x**4/10,tensor(0.0843),-116.93529673244383
 Nguyen-5'_42_83,10*x**2,tensor(0.0272),-1273.641832673332
 Nguyen-5'_42_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0c1be0>>
 Nguyen-5'_42_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc1ca5b0>>
 Nguyen-5'_42_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d7d00>>
 Nguyen-5'_42_87,2*x*(x + 2),tensor(0.0471),-409.10470855341373
 Nguyen-5'_42_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc1c6c10>>
 Nguyen-5'_42_89,2*x*(x + 1),tensor(0.0575),-267.64211591402574
 Nguyen-5'_42_90,x/(x + 3),tensor(0.0865),-110.5937695229652
 Nguyen-5'_42_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc05c280>>
 Nguyen-5'_42_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d97c0>>
 Nguyen-5'_42_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1bdd90>>
 Nguyen-5'_42_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1bd310>>
 Nguyen-5'_42_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc038070>>
 Nguyen-5'_42_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc038b80>>
 Nguyen-5'_42_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc038250>>
 Nguyen-5'_42_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a88e0>>
 Nguyen-5'_42_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a8970>>
 Nguyen-5'_42_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c1a88b0>>
 Nguyen-5'_42_101,x + 2*log(x),tensor(0.),0
 Nguyen-5'_42_102,4*x + sin(2*x),tensor(0.0448),-453.7482963540263
 Nguyen-5'_42_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1bd2e0>>
 Nguyen-5'_42_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bc880>>
 Nguyen-5'_42_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0bcee0>>
 Nguyen-5'_42_106,2*x + sin(x + 4),tensor(0.1068),-68.99717618645768
 Nguyen-5'_42_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5aa00f9d60>>
 Nguyen-5'_42_108,4*x*(x + 1),tensor(0.0400),-573.58088342951
 Nguyen-5'_42_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc0e0c10>>
 Nguyen-5'_42_110,cos(x) - 3,tensor(0.2506),-7.943563948220909
 Nguyen-5'_42_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc10dc10>>
 Nguyen-5'_42_112,-x + tanh(x),tensor(0.0849),-115.23418418537644
 Nguyen-5'_42_113,x + log(x),tensor(0.),0
 Nguyen-5'_42_114,x*exp(5),tensor(0.0019),-274353.0168340777
 Nguyen-5'_42_115,0,tensor(0.),0
 Nguyen-5'_42_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b3c179eb0>>
 Nguyen-5'_42_117,x*(log(x) + cosh(x)),tensor(0.),0
 Nguyen-5'_42_118,70*x**2,tensor(0.0050),-39840.12501548781
 Nguyen-5'_42_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc114c40>>
 Nguyen-5'_42_120,-x - log(cos(x)),tensor(0.0741),-155.06126578013297
 Nguyen-5'_42_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc038a00>>
 Nguyen-5'_42_122,(x + cos(x))/x,tensor(0.0062),-25433.90680636862
 Nguyen-5'_42_123,x*exp(3*x),tensor(0.0277),-1227.5781515883448
 Nguyen-5'_42_124,sqrt(3)*x/4,tensor(0.0847),-115.85392692751327
 Nguyen-5'_42_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0f45b0>>
 Nguyen-5'_42_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4062b20>>
 Nguyen-5'_42_127,-x**7/7,tensor(0.0851),-114.6510833224743
 Nguyen-5'_43_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc083df0>>
 Nguyen-5'_43_1,x*(x + sin(x)/x),tensor(0.0710),-170.01536888271517
 Nguyen-5'_43_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a780fd0d0>>
 Nguyen-5'_43_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c0816d0>>
 Nguyen-5'_43_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c081d90>>
 Nguyen-5'_43_5,x**2/log(x),tensor(0.),0
 Nguyen-5'_43_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c26c550>>
 Nguyen-5'_43_7,-x*log(x**2) + x,tensor(0.0750),-151.20033664932484
 Nguyen-5'_43_8,5*x*(x + sin(x)),tensor(0.0284),-1171.3205768151404
 Nguyen-5'_43_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1f4ac0>>
 Nguyen-5'_43_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc037fd0>>
 Nguyen-5'_43_11,x**2 - exp(x),tensor(0.1256),-47.482251352310946
 Nguyen-5'_43_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc073580>>
 Nguyen-5'_43_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5afc199ee0>>
 Nguyen-5'_43_14,8*x + 4,tensor(0.0221),-1950.0088725498458
 Nguyen-5'_43_15,x*(x + 1),tensor(0.0707),-171.97269185188065
 Nguyen-5'_43_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b1c1bd490>>
 Nguyen-5'_43_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc1d7910>>
 Nguyen-5'_43_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc037e20>>
 Nguyen-5'_43_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5b5c130310>>
 Nguyen-5'_43_20,x + acosh(x),tensor(0.),0
 Nguyen-5'_43_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159970>>
 Nguyen-5'_43_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159ca0>>
 Nguyen-5'_43_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5adc159b50>>
 Nguyen-5'_43_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5a707bd310>>
 Nguyen-5'_43_25,7*exp(x),tensor(0.0150),-4329.597473035633
 Nguyen-5'_43_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5abc0c1ac0>>
 Nguyen-5'_43_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab40733d0>>
 Nguyen-5'_43_28,2*x**2 - 2*x,tensor(0.0559),-283.89521996885276
 Nguyen-5'_43_29,x*(x + 1),tensor(0.0707),-171.97269185188065
 Nguyen-5'_43_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f5ab4038b80>>
