Sigmoid Function_0_0,-x*cos(x) + sin(x),tensor(0.2196),-11.628650630808414
Sigmoid Function_92_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5831b040>>
Sigmoid Function_92_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58470850>>
Sigmoid Function_92_3,x**2*sin(4),tensor(0.1507),-30.742516174667443
Sigmoid Function_92_4,-x**4/8,tensor(0.2097),-13.206818565177363
Sigmoid Function_92_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e08f280>>
Sigmoid Function_92_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5808c100>>
Sigmoid Function_92_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641285b0>>
Sigmoid Function_92_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f263158e0>>
Sigmoid Function_92_9,-exp(x) + 2*tan(x),tensor(0.0683),-185.11348806604212
Sigmoid Function_92_10,-cos(2*x)/2,tensor(0.1585),-27.17776400502058
Sigmoid Function_92_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581a4c70>>
Sigmoid Function_92_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e81c0>>
Sigmoid Function_92_13,sin(4*x)/8,tensor(0.2184),-11.81435996442087
Sigmoid Function_92_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b250>>
Sigmoid Function_92_15,x**2/2 + sin(x)*cos(x),tensor(0.2395),-9.087130670357658
Sigmoid Function_92_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41a9400>>
Sigmoid Function_92_17,2*x + exp(x),tensor(0.0741),-155.29532428731318
Sigmoid Function_92_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583dfc10>>
Sigmoid Function_92_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f39d0>>
Sigmoid Function_92_20,x**5/5,tensor(0.2197),-11.611291802714003
Sigmoid Function_92_21,x**3*(x + 1) + x,tensor(0.1336),-41.01980309437125
Sigmoid Function_92_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5841ec70>>
Sigmoid Function_92_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4095a00>>
Sigmoid Function_92_24,sqrt(x) + x,tensor(0.),0
Sigmoid Function_92_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41541c0>>
Sigmoid Function_92_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092820>>
Sigmoid Function_92_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5bbb0>>
Sigmoid Function_92_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5858d100>>
Sigmoid Function_92_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26581b20>>
Sigmoid Function_92_30,-3*x + exp(x),tensor(0.0847),-115.80140259526324
Sigmoid Function_92_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b850>>
Sigmoid Function_92_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4154a90>>
Sigmoid Function_92_33,tanh(x)/3,tensor(0.2191),-11.709638317160218
Sigmoid Function_92_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b520>>
Sigmoid Function_92_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26581190>>
Sigmoid Function_92_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26581f70>>
Sigmoid Function_92_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583fd610>>
Sigmoid Function_92_38,x*(x**2 + x) + x,tensor(0.1393),-37.20485891613695
Sigmoid Function_92_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2627d820>>
Sigmoid Function_92_40,4*x + asinh(x),tensor(0.0467),-415.7116448050776
Sigmoid Function_92_41,4*x*sin(x),tensor(0.0969),-85.90147097632607
Sigmoid Function_92_42,x + sin(x) + 2,tensor(0.0761),-146.45779072299496
Sigmoid Function_92_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581df190>>
Sigmoid Function_92_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582d2c40>>
Sigmoid Function_92_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267639a0>>
Sigmoid Function_92_46,x*log(2) + 3*x,tensor(0.0612),-234.1882268055294
Sigmoid Function_92_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5848fbb0>>
Sigmoid Function_92_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06236130>>
Sigmoid Function_92_49,5*sin(x),tensor(0.0507),-350.2010320579881
Sigmoid Function_92_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485fd0>>
Sigmoid Function_92_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc419b970>>
Sigmoid Function_92_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267b4790>>
Sigmoid Function_92_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8403ddc0>>
Sigmoid Function_92_54,2*x - log(cos(x)),tensor(0.1123),-61.542754617488875
Sigmoid Function_92_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265a0370>>
Sigmoid Function_92_56,2*x**2 - x,tensor(0.1205),-52.302305982339284
Sigmoid Function_92_57,exp(x + 5),tensor(0.0007),-1854160.7541942361
Sigmoid Function_92_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803bfd0>>
Sigmoid Function_92_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0dbbe0>>
Sigmoid Function_92_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173d60>>
Sigmoid Function_92_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ede20>>
Sigmoid Function_92_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0588e820>>
Sigmoid Function_92_63,x*tan(1),tensor(0.1268),-46.46168303836622
Sigmoid Function_92_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41413a0>>
Sigmoid Function_92_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582f92e0>>
Sigmoid Function_92_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f055e1d00>>
Sigmoid Function_92_67,sin(x)**2,tensor(0.2944),-4.742117165034354
Sigmoid Function_92_68,x**2/2,tensor(0.2726),-6.118307778846891
Sigmoid Function_92_69,36/x,tensor(0.0003),-13941021.812550794
Sigmoid Function_92_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2668c1f0>>
Sigmoid Function_92_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411b520>>
Sigmoid Function_92_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411b7c0>>
Sigmoid Function_92_73,x*log(x),tensor(0.),0
Sigmoid Function_92_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411bd60>>
Sigmoid Function_92_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411bfd0>>
Sigmoid Function_92_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411bdc0>>
Sigmoid Function_92_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411bf40>>
Sigmoid Function_92_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411b040>>
Sigmoid Function_92_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411be80>>
Sigmoid Function_92_80,2*x**4 + x,tensor(0.1735),-21.69148712781761
Sigmoid Function_92_81,sin(x + 5),tensor(0.0976),-84.57427671097152
Sigmoid Function_92_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d3250>>
Sigmoid Function_92_83,5*x*exp(asinh(x)),tensor(0.0353),-744.028678375678
Sigmoid Function_92_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5835ab50>>
Sigmoid Function_92_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262e0190>>
Sigmoid Function_92_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262e0130>>
Sigmoid Function_92_87,x**2/(x + 2),tensor(0.2490),-8.100202197288157
Sigmoid Function_92_88,x**2*sin(1),tensor(0.2853),-5.277774529300218
Sigmoid Function_92_89,2*sinh(x)*cosh(x),tensor(0.0749),-151.541493384872
Sigmoid Function_92_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179b50>>
Sigmoid Function_92_91,x + (x + 2)**3,tensor(0.0118),-7062.607890558858
Sigmoid Function_92_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64038fd0>>
Sigmoid Function_92_93,25*atan(x),tensor(0.0110),-8053.1623994007805
Sigmoid Function_92_94,sin(x)/4,tensor(0.2203),-11.520642628831668
Sigmoid Function_92_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0db2e0>>
Sigmoid Function_92_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fc10>>
Sigmoid Function_92_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584b2fa0>>
Sigmoid Function_92_98,26*x**2,tensor(0.0120),-6819.779931842597
Sigmoid Function_92_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e178940>>
Sigmoid Function_92_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b0670>>
Sigmoid Function_92_101,atan(x + 3),tensor(0.1584),-27.242256522073987
Sigmoid Function_92_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5828bf10>>
Sigmoid Function_92_103,1/(x + 47),tensor(0.2251),-10.845261876210309
Sigmoid Function_92_104,atanh(x + 3),tensor(0.),0
Sigmoid Function_92_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f3400>>
Sigmoid Function_92_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5858df10>>
Sigmoid Function_92_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b490>>
Sigmoid Function_92_108,x**2/2 + x + sin(x),tensor(0.1167),-56.320476803527164
Sigmoid Function_92_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266bd2b0>>
Sigmoid Function_92_110,x**3,tensor(0.1935),-16.37821180372278
Sigmoid Function_92_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84179940>>
Sigmoid Function_92_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585bd5b0>>
Sigmoid Function_92_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c2b80>>
Sigmoid Function_92_114,x**(1/3) + 3*x,tensor(0.),0
Sigmoid Function_92_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05da57f0>>
Sigmoid Function_92_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26606f10>>
Sigmoid Function_92_117,sqrt(x + 1),tensor(0.2311),-10.07119216260492
Sigmoid Function_92_118,x**2/2 + log(x),tensor(0.),0
Sigmoid Function_92_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e08f460>>
Sigmoid Function_92_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092340>>
Sigmoid Function_92_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58241070>>
Sigmoid Function_92_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641c25b0>>
Sigmoid Function_92_123,sqrt(x) + 2*x,tensor(0.),0
Sigmoid Function_92_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064c0fa0>>
Sigmoid Function_92_125,x + tan(3),tensor(0.1464),-32.997333607892806
Sigmoid Function_92_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580de520>>
Sigmoid Function_92_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b910>>
Sigmoid Function_93_0,6*x + sin(x),tensor(0.0337),-821.4772666846342
Sigmoid Function_93_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8417f550>>
Sigmoid Function_93_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26622430>>
Sigmoid Function_93_3,x**2 + cos(x),tensor(0.1611),-26.10351014684939
Sigmoid Function_93_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173af0>>
Sigmoid Function_93_5,27*x**2,tensor(0.0115),-7371.024947871658
Sigmoid Function_93_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650b9d0>>
Sigmoid Function_93_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840386a0>>
Sigmoid Function_93_8,cos(acosh(x)),tensor(0.),0
Sigmoid Function_93_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc419b3d0>>
Sigmoid Function_93_10,cos(x) - 1,tensor(0.1718),-22.250478659754652
Sigmoid Function_93_11,x**4,tensor(0.2542),-7.612020353725647
Sigmoid Function_93_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e04af70>>
Sigmoid Function_93_13,x*asinh(3),tensor(0.1129),-60.703373481628496
Sigmoid Function_93_14,4*x/5,tensor(0.1833),-18.85751385539538
Sigmoid Function_93_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585841c0>>
Sigmoid Function_93_16,cos(4*x),tensor(0.1210),-51.75316145322672
Sigmoid Function_93_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0650bc10>>
Sigmoid Function_93_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518dc40>>
Sigmoid Function_93_19,x*sin(x),tensor(0.2887),-5.069941609887555
Sigmoid Function_93_20,-x*cos(2*x),tensor(0.2018),-14.638481968094418
Sigmoid Function_93_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58485850>>
Sigmoid Function_93_22,log(x)**2/x**12,tensor(0.),0
Sigmoid Function_93_23,x**3 - cos(x),tensor(0.0924),-95.56336848180766
Sigmoid Function_93_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fb20>>
Sigmoid Function_93_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4074880>>
Sigmoid Function_93_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41973a0>>
Sigmoid Function_93_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262425b0>>
Sigmoid Function_93_28,cos(3*x + 2),tensor(0.1281),-45.3178007438302
Sigmoid Function_93_29,2*x**2 + tan(x**3),tensor(0.1719),-22.221034268554902
Sigmoid Function_93_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e054a00>>
Sigmoid Function_93_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40afd30>>
Sigmoid Function_93_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af670>>
Sigmoid Function_93_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40afe80>>
Sigmoid Function_93_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af220>>
Sigmoid Function_93_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af280>>
Sigmoid Function_93_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40af6a0>>
Sigmoid Function_93_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40afc40>>
Sigmoid Function_93_38,x**(4/5),tensor(0.),0
Sigmoid Function_93_39,-x**2 + x,tensor(0.1172),-55.716096355074406
Sigmoid Function_93_40,3*exp(x),tensor(0.0398),-582.305029791222
Sigmoid Function_93_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d88c40>>
Sigmoid Function_93_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d88610>>
Sigmoid Function_93_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05d889a0>>
Sigmoid Function_93_44,cos(x + 4),tensor(0.1134),-60.154264258472
Sigmoid Function_93_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2626b250>>
Sigmoid Function_93_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40c3e20>>
Sigmoid Function_93_47,x/sin(x),tensor(0.1908),-16.993409376264616
Sigmoid Function_93_48,x**7 + 3*x,tensor(0.0672),-191.90380476917187
Sigmoid Function_93_49,exp(-x)/x**2,tensor(0.0001),-82039142.78341728
Sigmoid Function_93_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f055e1250>>
Sigmoid Function_93_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8403d460>>
Sigmoid Function_93_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267b48e0>>
Sigmoid Function_93_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e1367f0>>
Sigmoid Function_93_54,7*x**2/2,tensor(0.0977),-84.22082335020892
Sigmoid Function_93_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64128c40>>
Sigmoid Function_93_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580fa1f0>>
Sigmoid Function_93_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58235f10>>
Sigmoid Function_93_58,cos(x + 5),tensor(0.2259),-10.737705834237426
Sigmoid Function_93_59,5*log(x),tensor(0.),0
Sigmoid Function_93_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e047f70>>
Sigmoid Function_93_61,-x*sin(x),tensor(0.1420),-35.513889144452925
Sigmoid Function_93_62,cos(x + 1),tensor(0.1934),-16.39111236494321
Sigmoid Function_93_63,x**2*acos(2),tensor(0.),0
Sigmoid Function_93_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5bdf0>>
Sigmoid Function_93_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846f730>>
Sigmoid Function_93_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416e1f0>>
Sigmoid Function_93_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416e640>>
Sigmoid Function_93_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6411b310>>
Sigmoid Function_93_69,3*x**2,tensor(0.1154),-57.80550160093578
Sigmoid Function_93_70,x*(sqrt(x) + x),tensor(0.),0
Sigmoid Function_93_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5831b580>>
Sigmoid Function_93_72,sin(x + 5),tensor(0.0976),-84.57427671097152
Sigmoid Function_93_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05647c70>>
Sigmoid Function_93_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f056475e0>>
Sigmoid Function_93_75,x + sin(1),tensor(0.2073),-13.615812529834601
Sigmoid Function_93_76,x*asinh(x),tensor(0.2865),-5.204056841435806
Sigmoid Function_93_77,1/x,tensor(0.0095),-10794.19249227982
Sigmoid Function_93_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f064f39d0>>
Sigmoid Function_93_79,exp(x + 4),tensor(0.0020),-248746.10287121878
Sigmoid Function_93_80,tan(x + 4),tensor(0.0139),-5045.572740767449
Sigmoid Function_93_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f266adf40>>
Sigmoid Function_93_82,x*tan(x),tensor(0.2333),-9.799951690018629
Sigmoid Function_93_83,4*x**5,tensor(0.1013),-77.75570251952666
Sigmoid Function_93_84,2*x + 2*tan(x),tensor(0.0500),-359.63931574097927
Sigmoid Function_93_85,-x**2/2 + x,tensor(0.1392),-37.26041574420559
Sigmoid Function_93_86,(2*x - 2)*exp(x),tensor(0.0619),-228.81062781030667
Sigmoid Function_93_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05181880>>
Sigmoid Function_93_88,5/(6*x**2),tensor(0.0001),-55863546.11674607
Sigmoid Function_93_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc4092940>>
Sigmoid Function_93_90,x**2*exp(x) + x,tensor(0.1311),-42.94377479605909
Sigmoid Function_93_91,x**5/25,tensor(0.2186),-11.779430000201259
Sigmoid Function_93_92,x + sin(3*x),tensor(0.0994),-81.05354610790846
Sigmoid Function_93_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05647070>>
Sigmoid Function_93_94,2*x + 3,tensor(0.0512),-341.75848140487466
Sigmoid Function_93_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e057e80>>
Sigmoid Function_93_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c1a60>>
Sigmoid Function_93_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581c10d0>>
Sigmoid Function_93_98,x + log(cos(log(x))),tensor(0.),0
Sigmoid Function_93_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5858d820>>
Sigmoid Function_93_100,1/(26*x**2),tensor(0.0029),-118617.41868109383
Sigmoid Function_93_101,2*x*(x + 6),tensor(0.0199),-2420.381573261157
Sigmoid Function_93_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583289a0>>
Sigmoid Function_93_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841e4d30>>
Sigmoid Function_93_104,2*x + tanh(1),tensor(0.1180),-54.87122462135915
Sigmoid Function_93_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40f2910>>
Sigmoid Function_93_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641758b0>>
Sigmoid Function_93_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4050760>>
Sigmoid Function_93_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4085af0>>
Sigmoid Function_93_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4085cd0>>
Sigmoid Function_93_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40509a0>>
Sigmoid Function_93_111,log(cos(x)),tensor(0.1643),-24.876607519512685
Sigmoid Function_93_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584f3ee0>>
Sigmoid Function_93_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5808cd00>>
Sigmoid Function_93_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5808c280>>
Sigmoid Function_93_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518d430>>
Sigmoid Function_93_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518d8b0>>
Sigmoid Function_93_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518dfa0>>
Sigmoid Function_93_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518d6d0>>
Sigmoid Function_93_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518d250>>
Sigmoid Function_93_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0518da90>>
Sigmoid Function_93_121,1/(1 - x),tensor(0.0275),-1245.6837304304868
Sigmoid Function_93_122,x + cos(x + 1),tensor(0.5989),0.5514937573096957
Sigmoid Function_93_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58470d90>>
Sigmoid Function_93_124,x*(x + cos(x)),tensor(0.2461),-8.379396834353848
Sigmoid Function_93_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4050dc0>>
Sigmoid Function_93_126,-x*exp(-x),tensor(0.1214),-51.37060941944857
Sigmoid Function_93_127,x**3 + x,tensor(0.1227),-50.12066657920066
Sigmoid Function_94_0,4,tensor(0.),0
Sigmoid Function_94_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f262e00a0>>
Sigmoid Function_94_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40b3ee0>>
Sigmoid Function_94_3,2*x*tan(3),tensor(0.2007),-14.866193129796711
Sigmoid Function_94_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5848f340>>
Sigmoid Function_94_5,x**2/2,tensor(0.2726),-6.118307778846891
Sigmoid Function_94_6,9*x**2,tensor(0.0357),-728.502788259031
Sigmoid Function_94_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f25ff8910>>
Sigmoid Function_94_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580f3f40>>
Sigmoid Function_94_9,cos(x)**2,tensor(0.2957),-4.67408904911787
Sigmoid Function_94_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0588e460>>
Sigmoid Function_94_11,x/5,tensor(0.2207),-11.474347377992927
Sigmoid Function_94_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f04bf1f70>>
Sigmoid Function_94_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e0475b0>>
Sigmoid Function_94_14,sinh(x)/2,tensor(0.2037),-14.282721578873208
Sigmoid Function_94_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f056135b0>>
Sigmoid Function_94_16,x/25,tensor(0.2193),-11.668052670475797
Sigmoid Function_94_17,x*cosh(x) + x,tensor(0.0925),-95.29932810393768
Sigmoid Function_94_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580b9a30>>
Sigmoid Function_94_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58241940>>
