Exponential Decay with Sine_0_0,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_73_74,5*tanh(x),tensor(0.8248),0.954856670426624
Exponential Decay with Sine_73_75,x**2 + 5*x,tensor(0.6654),0.7471104072342414
Exponential Decay with Sine_73_76,2*x**4 + x,tensor(0.5346),0.24238984933847407
Exponential Decay with Sine_73_77,8*x**3,tensor(0.5945),0.5349014451769514
Exponential Decay with Sine_73_78,-x**2 + 2*x,tensor(0.6886),0.7954844340504028
Exponential Decay with Sine_73_79,x**2 + 3*x,tensor(0.7086),0.8308552526399554
Exponential Decay with Sine_73_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0122af0>>
Exponential Decay with Sine_73_81,-2*x**2 + x,tensor(0.5683),0.42317720690140426
Exponential Decay with Sine_73_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc221610>>
Exponential Decay with Sine_73_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2ca99a0>>
Exponential Decay with Sine_73_84,x**3/23,tensor(0.4990),-0.007942773419479687
Exponential Decay with Sine_73_85,-sin(x + 3),tensor(0.5666),0.4147645473430368
Exponential Decay with Sine_73_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b25553a0>>
Exponential Decay with Sine_73_87,log(x + 2),tensor(0.5093),0.07183893137342534
Exponential Decay with Sine_73_88,x**3 + x,tensor(0.6278),0.6485329994718139
Exponential Decay with Sine_73_89,tan(x)**3,tensor(0.5951),0.5369982967853721
Exponential Decay with Sine_73_90,x*(x - 1) - x,tensor(0.3856),-1.5388676265688024
Exponential Decay with Sine_73_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0181340>>
Exponential Decay with Sine_73_92,(x + 4)*exp(x),tensor(0.2789),-5.686051081951704
Exponential Decay with Sine_73_93,sin(3*x)/3,tensor(0.5210),0.1549988677258861
Exponential Decay with Sine_73_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2ca91c0>>
Exponential Decay with Sine_73_95,62*x,tensor(0.0594),-249.65293646406647
Exponential Decay with Sine_73_96,x*exp(x),tensor(0.5679),0.42095571796391884
Exponential Decay with Sine_73_97,2*sin(x),tensor(0.6533),0.7183363670138012
Exponential Decay with Sine_73_98,x*(x + 3),tensor(0.7086),0.8308552526399554
Exponential Decay with Sine_73_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f5520>>
Exponential Decay with Sine_73_100,2*x + cosh(x),tensor(0.5451),0.3034635281822785
Exponential Decay with Sine_73_101,8*x**3,tensor(0.5945),0.5349014451769514
Exponential Decay with Sine_73_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699005bf10>>
Exponential Decay with Sine_73_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cc610>>
Exponential Decay with Sine_73_104,6*x + asin(x),tensor(0.5094),0.0726310745909926
Exponential Decay with Sine_73_105,exp(x + 3),tensor(0.0761),-146.32543641034516
Exponential Decay with Sine_73_106,-2*x + x*log(2),tensor(0.4233),-0.8565287847467364
Exponential Decay with Sine_73_107,x + cos(4),tensor(0.5717),0.43893228305151033
Exponential Decay with Sine_73_108,x**2 + exp(x),tensor(0.4669),-0.3040986159156691
Exponential Decay with Sine_73_109,68*x**3,tensor(0.0820),-124.1845066771894
Exponential Decay with Sine_73_110,x**4 + 2*x,tensor(0.6437),0.6936812350498127
Exponential Decay with Sine_73_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d3d60>>
Exponential Decay with Sine_73_112,x**3/3,tensor(0.5107),0.08203743925064311
Exponential Decay with Sine_73_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981b41f0>>
Exponential Decay with Sine_73_114,x*(x + 5*sin(x)),tensor(0.3747),-1.784046827760521
Exponential Decay with Sine_73_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5324f0>>
Exponential Decay with Sine_73_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc532bb0>>
Exponential Decay with Sine_73_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d34c0>>
Exponential Decay with Sine_73_118,-x**2,tensor(0.5020),0.01607137452525731
Exponential Decay with Sine_73_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901a4f40>>
Exponential Decay with Sine_73_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81065b0>>
Exponential Decay with Sine_73_121,x + 1,tensor(0.5134),0.1018575740522718
Exponential Decay with Sine_73_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a04df0>>
Exponential Decay with Sine_73_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2c85b80>>
Exponential Decay with Sine_73_124,x*tan(1),tensor(0.6263),0.6440425380973704
Exponential Decay with Sine_73_125,x**3/3 + sin(x),tensor(0.5824),0.486058712697753
Exponential Decay with Sine_73_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1da6640>>
Exponential Decay with Sine_73_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4f66a0>>
Exponential Decay with Sine_74_0,acos(sqrt(x)),tensor(0.),0
Exponential Decay with Sine_74_1,x*(x + cos(x) + x**(-2)),tensor(0.0760),-146.67576421949886
Exponential Decay with Sine_74_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0068370>>
Exponential Decay with Sine_74_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e0181bb0>>
Exponential Decay with Sine_74_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e01817f0>>
Exponential Decay with Sine_74_5,x*tan(log(x)),tensor(0.),0
Exponential Decay with Sine_74_6,x + 4,tensor(0.3198),-3.5228622969186745
Exponential Decay with Sine_74_7,sinh(x + 5),tensor(0.0214),-2080.2345753178743
Exponential Decay with Sine_74_8,tan(x)**3,tensor(0.5951),0.5369982967853721
Exponential Decay with Sine_74_9,5*atan(x),tensor(0.8176),0.9502424172502504
Exponential Decay with Sine_74_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f69d0>>
Exponential Decay with Sine_74_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901a4670>>
Exponential Decay with Sine_74_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901a4520>>
Exponential Decay with Sine_74_13,x**2/log(2),tensor(0.4738),-0.2334661585678921
Exponential Decay with Sine_74_14,acosh(exp(x)),tensor(0.),0
Exponential Decay with Sine_74_15,x*acos(x),tensor(0.6357),0.6714537730217525
Exponential Decay with Sine_74_16,x*cos(1),tensor(0.5358),0.24962796385763708
Exponential Decay with Sine_74_17,-atanh(x),tensor(0.4150),-0.9874128889358864
Exponential Decay with Sine_74_18,tan(x) + 1,tensor(0.5289),0.20642261434674414
Exponential Decay with Sine_74_19,x**2 + 2*x,tensor(0.6289),0.6516632473951229
Exponential Decay with Sine_74_20,x**2,tensor(0.4827),-0.14884961898992066
Exponential Decay with Sine_74_21,sqrt(x) + 1,tensor(0.),0
Exponential Decay with Sine_74_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900ee220>>
Exponential Decay with Sine_74_23,4*x**4,tensor(0.4385),-0.6390200300243785
Exponential Decay with Sine_74_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8055730>>
Exponential Decay with Sine_74_25,-5*x + cos(x),tensor(0.2923),-4.859708239680362
Exponential Decay with Sine_74_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900693d0>>
Exponential Decay with Sine_74_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f815b8e0>>
Exponential Decay with Sine_74_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f815b700>>
Exponential Decay with Sine_74_29,exp(x) + asin(x),tensor(0.5566),0.36543932115905164
Exponential Decay with Sine_74_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1da6880>>
Exponential Decay with Sine_74_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1da6100>>
Exponential Decay with Sine_74_32,sin(x),tensor(0.5652),0.4084067057877575
Exponential Decay with Sine_74_33,x**2 + 4*x,tensor(0.7296),0.8626709725863282
Exponential Decay with Sine_74_34,1/6,tensor(0.),0
Exponential Decay with Sine_74_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69981f64c0>>
Exponential Decay with Sine_74_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699016a8e0>>
Exponential Decay with Sine_74_37,x**2/(x + 5),tensor(0.4934),-0.054098604423582275
Exponential Decay with Sine_74_38,-x**2 + 2*x,tensor(0.6886),0.7954844340504028
Exponential Decay with Sine_74_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd6a0>>
Exponential Decay with Sine_74_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a04670>>
Exponential Decay with Sine_74_41,6*x**3,tensor(0.6782),0.7748057905573501
Exponential Decay with Sine_74_42,x - cos(x),tensor(0.5602),0.3837968269181927
Exponential Decay with Sine_74_43,2*asinh(x),tensor(0.6574),0.7284956373501148
Exponential Decay with Sine_74_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68e010f490>>
Exponential Decay with Sine_74_45,sin(x)**5,tensor(0.5121),0.09255906572373684
Exponential Decay with Sine_74_46,2*x*cos(x),tensor(0.6138),0.6040811861908553
Exponential Decay with Sine_74_47,x + acos(5),tensor(0.),0
Exponential Decay with Sine_74_48,1/27,tensor(0.),0
Exponential Decay with Sine_74_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64dd00>>
Exponential Decay with Sine_74_50,sqrt(3)*(x + 3),tensor(0.2776),-5.769756313823325
Exponential Decay with Sine_74_51,2*x/3,tensor(0.5457),0.30692389835588296
Exponential Decay with Sine_74_52,x*(x + 1),tensor(0.5490),0.325094956851831
Exponential Decay with Sine_74_53,x*(x**2 + 4*x),tensor(0.4299),-0.7587612983020022
Exponential Decay with Sine_74_54,x**2 + 2*x + sin(x),tensor(0.7024),0.8205510677683252
Exponential Decay with Sine_74_55,x**2*log(2),tensor(0.4880),-0.10043097823858127
Exponential Decay with Sine_74_56,x**2 + cos(x),tensor(0.4488),-0.5085311027568418
Exponential Decay with Sine_74_57,x*(x*(x + 4) + x),tensor(0.4006),-1.2381205060239235
Exponential Decay with Sine_74_58,x + cos(acosh(x)),tensor(0.),0
Exponential Decay with Sine_74_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f818c640>>
Exponential Decay with Sine_74_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29ff5b0>>
Exponential Decay with Sine_74_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29ff040>>
Exponential Decay with Sine_74_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b25a90d0>>
Exponential Decay with Sine_74_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699810e2b0>>
Exponential Decay with Sine_74_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699810eac0>>
Exponential Decay with Sine_74_65,tan(x)**2,tensor(0.4650),-0.32394699226895196
Exponential Decay with Sine_74_66,cos(x),tensor(0.4696),-0.27612814200907176
Exponential Decay with Sine_74_67,x*(x + tan(3)),tensor(0.4743),-0.2284100773481963
Exponential Decay with Sine_74_68,2*cos(2*x),tensor(0.4599),-0.37866606619308274
Exponential Decay with Sine_74_69,6*x,tensor(0.6066),0.5794758047441937
Exponential Decay with Sine_74_70,(x - 1)*exp(x),tensor(0.5039),0.0306905039677271
Exponential Decay with Sine_74_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc19a1c0>>
Exponential Decay with Sine_74_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc19a0d0>>
Exponential Decay with Sine_74_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5e4f70>>
Exponential Decay with Sine_74_74,x - cos(x),tensor(0.5602),0.3837968269181927
Exponential Decay with Sine_74_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5e4a60>>
Exponential Decay with Sine_74_76,2*x + tan(x),tensor(0.8335),0.9600898308053784
Exponential Decay with Sine_74_77,cos(x) + 1,tensor(0.4148),-0.9910499992435546
Exponential Decay with Sine_74_78,x*(sin(x) + cos(x)),tensor(0.5318),0.22478046677139207
Exponential Decay with Sine_74_79,x - sin(x),tensor(0.5037),0.029155694943773902
Exponential Decay with Sine_74_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901ab400>>
Exponential Decay with Sine_74_81,sin(x) + 4,tensor(0.3188),-3.564628773224401
Exponential Decay with Sine_74_82,x**3 + x**2 + x,tensor(0.5934),0.5303804370069204
Exponential Decay with Sine_74_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6958131f70>>
Exponential Decay with Sine_74_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63ad60>>
Exponential Decay with Sine_74_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63a7c0>>
Exponential Decay with Sine_74_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc63ab50>>
Exponential Decay with Sine_74_87,sin(2*x),tensor(0.6010),0.5591672551079832
Exponential Decay with Sine_74_88,x*exp(2*x),tensor(0.5251),0.18205339598552361
Exponential Decay with Sine_74_89,x*cosh(x**2),tensor(0.5926),0.5273794715454746
Exponential Decay with Sine_74_90,x**2*asinh(x),tensor(0.5352),0.2457942863240017
Exponential Decay with Sine_74_91,x + 1,tensor(0.5134),0.1018575740522718
Exponential Decay with Sine_74_92,2*x**2*cos(x),tensor(0.4758),-0.21387666496469748
Exponential Decay with Sine_74_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69281bd7f0>>
Exponential Decay with Sine_74_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc05abe0>>
Exponential Decay with Sine_74_95,cos(x + 5),tensor(0.5544),0.3540639648219316
Exponential Decay with Sine_74_96,cos(x),tensor(0.4696),-0.27612814200907176
Exponential Decay with Sine_74_97,x + tanh(x**3),tensor(0.6216),0.6294973577406954
Exponential Decay with Sine_74_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b1d82b20>>
Exponential Decay with Sine_74_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f81580d0>>
Exponential Decay with Sine_74_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc0382b0>>
Exponential Decay with Sine_74_101,x*exp(x),tensor(0.5679),0.42095571796391884
Exponential Decay with Sine_74_102,-sinh(x),tensor(0.4333),-0.7099061639002606
Exponential Decay with Sine_74_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc11c6a0>>
Exponential Decay with Sine_74_104,x**2 + 3,tensor(0.3348),-2.945945294574769
Exponential Decay with Sine_74_105,x*(x - 1),tensor(0.4291),-0.7701704801301319
Exponential Decay with Sine_74_106,x*cos(log(2)),tensor(0.5540),0.3517016589343628
Exponential Decay with Sine_74_107,x + exp(4),tensor(0.0377),-649.9852323408525
Exponential Decay with Sine_74_108,x*(x + acos(x)),tensor(0.6321),0.661321485080834
Exponential Decay with Sine_74_109,2*x**3,tensor(0.5849),0.49640623769908687
Exponential Decay with Sine_74_110,5*x/2,tensor(0.7376),0.873445864842756
Exponential Decay with Sine_74_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc09cc40>>
Exponential Decay with Sine_74_112,2*x + sin(x),tensor(0.7935),0.9322440631724661
Exponential Decay with Sine_74_113,4*x + sin(x),tensor(0.7325),0.8665762793633364
Exponential Decay with Sine_74_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980ac910>>
Exponential Decay with Sine_74_115,3*exp(x),tensor(0.3578),-2.222012559472501
Exponential Decay with Sine_74_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69580ffa90>>
Exponential Decay with Sine_74_117,-5*x*cos(x) + x,tensor(0.3681),-1.9457024501070634
Exponential Decay with Sine_74_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc68f100>>
Exponential Decay with Sine_74_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64b0a0>>
Exponential Decay with Sine_74_120,x + 3*exp(x),tensor(0.3583),-2.2079726792048007
Exponential Decay with Sine_74_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc1cb820>>
Exponential Decay with Sine_74_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5729d0>>
Exponential Decay with Sine_74_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc572640>>
Exponential Decay with Sine_74_124,8*x/5,tensor(0.6307),0.6572331211200078
Exponential Decay with Sine_74_125,3*x*exp(x),tensor(0.5340),0.23856536407468243
Exponential Decay with Sine_74_126,x**3 + 3,tensor(0.3633),-2.070295665813996
Exponential Decay with Sine_74_127,-x + sin(x),tensor(0.4910),-0.07457640085228623
Exponential Decay with Sine_75_0,tan(x) + 5,tensor(0.2820),-5.480096539260559
Exponential Decay with Sine_75_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2548e80>>
Exponential Decay with Sine_75_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc532310>>
Exponential Decay with Sine_75_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6930114100>>
Exponential Decay with Sine_75_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6990075580>>
Exponential Decay with Sine_75_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc64dd60>>
Exponential Decay with Sine_75_6,x + asin(x),tensor(0.6944),0.8062330469794501
Exponential Decay with Sine_75_7,cos(x) + 4,tensor(0.2783),-5.725792273313159
Exponential Decay with Sine_75_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69900eeca0>>
Exponential Decay with Sine_75_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f8055250>>
Exponential Decay with Sine_75_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4c77f0>>
Exponential Decay with Sine_75_11,x**2 + 4*x,tensor(0.7296),0.8626709725863282
Exponential Decay with Sine_75_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc120700>>
Exponential Decay with Sine_75_13,x + tanh(x),tensor(0.6573),0.7281516712140732
Exponential Decay with Sine_75_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc1206a0>>
Exponential Decay with Sine_75_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc120910>>
Exponential Decay with Sine_75_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80555e0>>
Exponential Decay with Sine_75_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80554c0>>
Exponential Decay with Sine_75_18,x + exp(-x),tensor(0.4441),-0.5667283582857454
Exponential Decay with Sine_75_19,x + x*exp(2),tensor(0.4371),-0.6579239797628464
Exponential Decay with Sine_75_20,x + x*atanh(3),tensor(0.),0
Exponential Decay with Sine_75_21,exp(x - 4),tensor(0.4982),-0.014391614322795787
Exponential Decay with Sine_75_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998355160>>
Exponential Decay with Sine_75_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d3b20>>
Exponential Decay with Sine_75_24,7*x**3 + x,tensor(0.5938),0.5322347884461285
Exponential Decay with Sine_75_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998135e50>>
Exponential Decay with Sine_75_26,x**2,tensor(0.4827),-0.14884961898992066
Exponential Decay with Sine_75_27,x*log(x) + 3*x,tensor(0.),0
Exponential Decay with Sine_75_28,x**2*cos(x)**2 + x,tensor(0.5637),0.4011195604078712
Exponential Decay with Sine_75_29,4*x**2 + x,tensor(0.4436),-0.5738336036673626
Exponential Decay with Sine_75_30,x/4,tensor(0.5144),0.10908627223884992
Exponential Decay with Sine_75_31,2*x + exp(x),tensor(0.5854),0.49841393912186527
Exponential Decay with Sine_75_32,x**2 + x + log(x),tensor(0.),0
Exponential Decay with Sine_75_33,x**2*(2*x + 2),tensor(0.5229),0.16761717449479263
Exponential Decay with Sine_75_34,2*exp(x),tensor(0.4325),-0.7218341609048202
Exponential Decay with Sine_75_35,2*tan(x),tensor(0.7374),0.8732033451766807
Exponential Decay with Sine_75_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc120310>>
Exponential Decay with Sine_75_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982b6fa0>>
Exponential Decay with Sine_75_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69982b6c40>>
Exponential Decay with Sine_75_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2555e50>>
Exponential Decay with Sine_75_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69980acfd0>>
Exponential Decay with Sine_75_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4f6fa0>>
Exponential Decay with Sine_75_42,cos(x + 3),tensor(0.4829),-0.14651397676058364
Exponential Decay with Sine_75_43,x**2*cos(x) + x,tensor(0.5584),0.3745749158205801
Exponential Decay with Sine_75_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc596e80>>
Exponential Decay with Sine_75_45,2*exp(x + 5),tensor(0.0054),-33656.37924283678
Exponential Decay with Sine_75_46,-cos(2*x),tensor(0.4880),-0.1005381344549412
Exponential Decay with Sine_75_47,x/6,tensor(0.5086),0.06644840773839211
Exponential Decay with Sine_75_48,x + tanh(2),tensor(0.5162),0.12174966771395568
Exponential Decay with Sine_75_49,x/(x + 2),tensor(0.5431),0.2923073126700956
Exponential Decay with Sine_75_50,3*x*(x + log(2)),tensor(0.5236),0.1723726137862892
Exponential Decay with Sine_75_51,5*x**3 + x,tensor(0.7043),0.8237369399943771
Exponential Decay with Sine_75_52,tan(x) + 1,tensor(0.5289),0.20642261434674414
Exponential Decay with Sine_75_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f69901a4fd0>>
Exponential Decay with Sine_75_54,x + tan(x),tensor(0.7070),0.8281807797665881
Exponential Decay with Sine_75_55,x**2*cos(x) + x,tensor(0.5584),0.3745749158205801
Exponential Decay with Sine_75_56,2*x + exp(x),tensor(0.5854),0.49841393912186527
Exponential Decay with Sine_75_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f699810edc0>>
Exponential Decay with Sine_75_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998198a90>>
Exponential Decay with Sine_75_59,x*(x + 5) + x,tensor(0.5820),0.4841735565836951
Exponential Decay with Sine_75_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc4c7700>>
Exponential Decay with Sine_75_61,tan(x)**(3/2),tensor(0.),0
Exponential Decay with Sine_75_62,x + exp(acos(x)),tensor(0.1994),-15.113051047790023
Exponential Decay with Sine_75_63,cos(x + 2),tensor(0.4494),-0.5015744027216456
Exponential Decay with Sine_75_64,x*sin(2) + 2,tensor(0.4331),-0.7126776028586428
Exponential Decay with Sine_75_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc596ac0>>
Exponential Decay with Sine_75_66,4*x**2 + x,tensor(0.4436),-0.5738336036673626
Exponential Decay with Sine_75_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc160c40>>
Exponential Decay with Sine_75_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc038c40>>
Exponential Decay with Sine_75_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68cc038f70>>
Exponential Decay with Sine_75_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692810ceb0>>
Exponential Decay with Sine_75_71,x*(x + exp(x)),tensor(0.5281),0.2012274202814539
Exponential Decay with Sine_75_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692810c9d0>>
Exponential Decay with Sine_75_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692810c1f0>>
Exponential Decay with Sine_75_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f692810c850>>
Exponential Decay with Sine_75_75,tan(x),tensor(0.5982),0.5488954434293383
Exponential Decay with Sine_75_76,x**2 + x + cos(x),tensor(0.4965),-0.028668987402988177
Exponential Decay with Sine_75_77,x**2/(x + 2),tensor(0.4782),-0.19047876993689772
Exponential Decay with Sine_75_78,3*sin(x),tensor(0.7672),0.9078913231385564
Exponential Decay with Sine_75_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68f80556a0>>
Exponential Decay with Sine_75_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5969a0>>
Exponential Decay with Sine_75_81,cos(2*x),tensor(0.4864),-0.11460697111895546
Exponential Decay with Sine_75_82,x*(x + cos(x)) + x,tensor(0.6053),0.5749609267569826
Exponential Decay with Sine_75_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc6cca90>>
Exponential Decay with Sine_75_84,2*x + cos(x),tensor(0.5922),0.525669899970227
Exponential Decay with Sine_75_85,x + 4,tensor(0.3198),-3.5228622969186745
Exponential Decay with Sine_75_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68bc5d3a30>>
Exponential Decay with Sine_75_87,-1/x**5,tensor(1.1560e-11),-7.482613666611123e+21
Exponential Decay with Sine_75_88,(x + 1)**3,tensor(0.4590),-0.38892396265001206
Exponential Decay with Sine_75_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f6998198250>>
Exponential Decay with Sine_75_90,exp(asin(x)),tensor(0.5036),0.028634148938703197
Exponential Decay with Sine_75_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b2a049d0>>
Exponential Decay with Sine_75_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f693009d190>>
Exponential Decay with Sine_75_93,-2*x + sin(x),tensor(0.4337),-0.7049357927907896
Exponential Decay with Sine_75_94,9*x,tensor(0.4078),-1.1094173141431263
Exponential Decay with Sine_75_95,3*x*tan(x),tensor(0.4092),-1.0837509737833217
Exponential Decay with Sine_75_96,tan(x)**4,tensor(0.4371),-0.6578141681591094
Exponential Decay with Sine_75_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f68b29ff8b0>>
