Quadratic Equation_0_0,3*exp(x)/x,tensor(0.0628),-221.73495425048935
Quadratic Equation_288_121,2*x + 1,tensor(0.2966),-4.625525512376428
Quadratic Equation_288_122,exp(x) + 2,tensor(0.3724),-1.8400863021469323
Quadratic Equation_288_123,log(x + 15),tensor(0.3761),-1.752209827329053
Quadratic Equation_288_124,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_288_125,2*log(x**2 + 1),tensor(0.3075),-4.070271575694802
Quadratic Equation_288_126,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_288_127,x/2,tensor(0.2874),-5.147050734349572
Quadratic Equation_289_0,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_1,x + exp(acos(x)),tensor(0.6812),0.7810523809736374
Quadratic Equation_289_2,exp(x) + 2,tensor(0.3724),-1.8400863021469323
Quadratic Equation_289_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687230d0>>
Quadratic Equation_289_4,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_5,sin(x) + cos(x),tensor(0.3043),-4.2263800938425025
Quadratic Equation_289_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e688c2730>>
Quadratic Equation_289_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68628f70>>
Quadratic Equation_289_8,sin(x) - cosh(x),tensor(0.2576),-7.304033272631415
Quadratic Equation_289_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b302b0>>
Quadratic Equation_289_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685d5e80>>
Quadratic Equation_289_11,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_12,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_13,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_14,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_15,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_16,x + exp(x) + 2,tensor(0.3516),-2.4013052502105157
Quadratic Equation_289_17,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_18,x + 9,tensor(0.4136),-1.0101928190191485
Quadratic Equation_289_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e686281f0>>
Quadratic Equation_289_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e686287c0>>
Quadratic Equation_289_21,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_22,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_23,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_24,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_289_25,exp(x) - 1,tensor(0.2868),-5.181834550325585
Quadratic Equation_289_26,cos(x) + 4,tensor(0.4591),-0.3876034202830865
Quadratic Equation_289_27,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685bd640>>
Quadratic Equation_289_29,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_30,5*cosh(x + 2),tensor(0.1270),-46.27938605858094
Quadratic Equation_289_31,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_32,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_33,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_34,7*cosh(x),tensor(0.4683),-0.288698666593159
Quadratic Equation_289_35,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_36,exp(x) + 4,tensor(0.4327),-0.7189551760730752
Quadratic Equation_289_37,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_38,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e688c2d00>>
Quadratic Equation_289_40,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_41,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_42,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_43,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_44,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_45,asin(x),tensor(0.2815),-5.516467387702362
Quadratic Equation_289_46,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_47,sqrt(x + 1),tensor(0.3112),-3.896718979137458
Quadratic Equation_289_48,x*(x + asinh(x)),tensor(0.3111),-3.9056845717557342
Quadratic Equation_289_49,x - 6,tensor(0.1854),-18.314064394604404
Quadratic Equation_289_50,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_51,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_52,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_53,x + 6,tensor(0.4506),-0.4868433923733191
Quadratic Equation_289_54,-16*sin(x),tensor(0.2718),-6.175276899464241
Quadratic Equation_289_55,0,tensor(0.),0
Quadratic Equation_289_56,5*cosh(x),tensor(0.4975),-0.02040512297268382
Quadratic Equation_289_57,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689e5430>>
Quadratic Equation_289_59,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_60,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_61,x**2*cos(3),tensor(0.2821),-5.476248451413837
Quadratic Equation_289_62,x + 2*cos(x),tensor(0.3253),-3.3011293021805255
Quadratic Equation_289_63,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685d5f70>>
Quadratic Equation_289_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d74820>>
Quadratic Equation_289_66,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d74af0>>
Quadratic Equation_289_68,6*x**2,tensor(0.3523),-2.3792704461955894
Quadratic Equation_289_69,x + cos(2*x),tensor(0.2917),-4.897894408677961
Quadratic Equation_289_70,x + sin(x) + 4,tensor(0.3769),-1.7325951860264945
Quadratic Equation_289_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696a02e0>>
Quadratic Equation_289_72,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68526790>>
Quadratic Equation_289_74,x + sinh(x) + 2,tensor(0.3198),-3.523460377461017
Quadratic Equation_289_75,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_76,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_77,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68a4e700>>
Quadratic Equation_289_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68628d90>>
Quadratic Equation_289_80,x + cosh(x),tensor(0.3136),-3.7890547827870424
Quadratic Equation_289_81,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_82,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685d57f0>>
Quadratic Equation_289_84,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_85,x,tensor(0.2830),-5.416330151725984
Quadratic Equation_289_86,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_87,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_88,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687fe6d0>>
Quadratic Equation_289_90,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_91,sqrt(x + 4),tensor(0.3477),-2.5180536894033114
Quadratic Equation_289_92,x + 4*acos(x),tensor(0.7695),0.9102605387062727
Quadratic Equation_289_93,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_94,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_95,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_289_96,cos(x) + sinh(x),tensor(0.3021),-4.338663242241445
Quadratic Equation_289_97,0,tensor(0.),0
Quadratic Equation_289_98,5*cosh(x),tensor(0.4975),-0.02040512297268382
Quadratic Equation_289_99,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_100,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6868a430>>
Quadratic Equation_289_102,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68a7b4c0>>
Quadratic Equation_289_104,2*x*atan(x),tensor(0.3089),-4.006837394530524
Quadratic Equation_289_105,x/(x + 3),tensor(0.2875),-5.141939077652763
Quadratic Equation_289_106,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_107,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68723760>>
Quadratic Equation_289_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68770940>>
Quadratic Equation_289_110,4*cosh(x),tensor(0.4615),-0.36177460065443
Quadratic Equation_289_111,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_112,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_113,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_114,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e693a8f40>>
Quadratic Equation_289_116,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_117,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_118,x + cos(x) + 4,tensor(0.4241),-0.844718503050381
Quadratic Equation_289_119,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_120,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_121,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_122,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d74d00>>
Quadratic Equation_289_124,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_125,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_289_126,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_289_127,x + 1,tensor(0.3081),-4.0413985054779165
Quadratic Equation_290_0,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_1,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_2,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_3,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_4,2*exp(x),tensor(0.3288),-3.168581140515248
Quadratic Equation_290_5,2*x**3*exp(-1),tensor(0.2878),-5.123524966205813
Quadratic Equation_290_6,4*cosh(x),tensor(0.4615),-0.36177460065443
Quadratic Equation_290_7,5*exp(x),tensor(0.3235),-3.3713025572655315
Quadratic Equation_290_8,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_9,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_10,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_11,-sinh(x),tensor(0.3006),-4.41445324053202
Quadratic Equation_290_12,sqrt(x + 3),tensor(0.3383),-2.8260339762666575
Quadratic Equation_290_13,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_14,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_15,x + acos(x),tensor(0.3397),-2.7782366867237305
Quadratic Equation_290_16,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_17,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_18,cosh(x + 1),tensor(0.3279),-3.200358018920567
Quadratic Equation_290_19,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_20,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_21,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e684a4340>>
Quadratic Equation_290_23,-asinh(x),tensor(0.2991),-4.489098005971842
Quadratic Equation_290_24,exp(x) + 4,tensor(0.4327),-0.7189551760730752
Quadratic Equation_290_25,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687feca0>>
Quadratic Equation_290_27,sin(x) + cos(x),tensor(0.3043),-4.2263800938425025
Quadratic Equation_290_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6856e9d0>>
Quadratic Equation_290_29,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_30,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_31,3*acos(x),tensor(0.6028),0.5659687203607846
Quadratic Equation_290_32,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_33,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_34,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68523c40>>
Quadratic Equation_290_36,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689d3cd0>>
Quadratic Equation_290_38,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_39,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_40,5*x**2*exp(x),tensor(0.3039),-4.246069832445825
Quadratic Equation_290_41,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_42,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_43,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_44,exp(x) + 5,tensor(0.4503),-0.49039992484972017
Quadratic Equation_290_45,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69491a90>>
Quadratic Equation_290_47,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_48,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_49,x + exp(acos(x)),tensor(0.6812),0.7810523809736374
Quadratic Equation_290_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e687706a0>>
Quadratic Equation_290_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68770670>>
Quadratic Equation_290_52,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_53,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_54,2*acos(x),tensor(0.4454),-0.5508439386060091
Quadratic Equation_290_55,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_56,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_57,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_58,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_59,x**2 + 1,tensor(0.3312),-3.076238839155179
Quadratic Equation_290_60,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_61,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b916a0>>
Quadratic Equation_290_63,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689b8190>>
Quadratic Equation_290_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d74520>>
Quadratic Equation_290_66,-x*sin(x),tensor(0.2830),-5.42139629445228
Quadratic Equation_290_67,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689477f0>>
Quadratic Equation_290_69,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_70,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_290_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68941490>>
Quadratic Equation_290_72,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_73,2*asin(x),tensor(0.2709),-6.2443609962381625
Quadratic Equation_290_74,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_75,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_76,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68526610>>
Quadratic Equation_290_78,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d228b0>>
Quadratic Equation_290_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d22c70>>
Quadratic Equation_290_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d22970>>
Quadratic Equation_290_82,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_83,2*cosh(x),tensor(0.3662),-1.9955460550018893
Quadratic Equation_290_84,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_85,x + 1,tensor(0.3081),-4.0413985054779165
Quadratic Equation_290_86,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_87,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_88,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_89,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_90,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_91,x**2/sin(1),tensor(0.3036),-4.263589492923613
Quadratic Equation_290_92,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_93,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e696a0a00>>
Quadratic Equation_290_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68830bb0>>
Quadratic Equation_290_96,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_97,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_98,-2*x,tensor(0.3070),-4.094496512789646
Quadratic Equation_290_99,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689d3f40>>
Quadratic Equation_290_101,x + cos(x) + 5,tensor(0.4463),-0.5392308251846527
Quadratic Equation_290_102,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_103,2*x + cos(x),tensor(0.2922),-4.86834607713191
Quadratic Equation_290_104,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_105,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_106,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_107,-cosh(x),tensor(0.2634),-6.823784483982995
Quadratic Equation_290_108,sin(x) - 2,tensor(0.2424),-8.77274200773979
Quadratic Equation_290_109,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_110,3/x**3,tensor(8.1337e-06),-15115151744.497726
Quadratic Equation_290_111,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_112,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_113,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_114,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e689e1160>>
Quadratic Equation_290_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c36550>>
Quadratic Equation_290_117,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_118,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_119,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_120,x + 5*exp(x),tensor(0.3042),-4.23352406517873
Quadratic Equation_290_121,cos(3*x + 2),tensor(0.2992),-4.485771570875208
Quadratic Equation_290_122,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_290_123,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_290_124,-exp(-x),tensor(0.2563),-7.422310707756724
Quadratic Equation_290_125,x + 9,tensor(0.4136),-1.0101928190191485
Quadratic Equation_290_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69513e20>>
Quadratic Equation_290_127,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_0,x*exp(-x),tensor(0.2706),-6.267347885984503
Quadratic Equation_291_1,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685f07c0>>
Quadratic Equation_291_3,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_4,4*cos(x),tensor(0.3957),-1.3324371075226304
Quadratic Equation_291_5,x*cos(x) + 5,tensor(0.4401),-0.6181692979456601
Quadratic Equation_291_6,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_7,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_8,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_9,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_10,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_11,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_12,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_13,-x**2,tensor(0.2820),-5.482336544286912
Quadratic Equation_291_14,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68723940>>
Quadratic Equation_291_16,2*x + sin(x),tensor(0.2659),-6.619507308612227
Quadratic Equation_291_17,8*cos(x),tensor(0.4687),-0.2845832515670157
Quadratic Equation_291_18,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_19,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_20,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_21,x + sin(x) + cos(x),tensor(0.2933),-4.80705733446803
Quadratic Equation_291_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e685773d0>>
Quadratic Equation_291_23,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_24,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_25,-log(cos(x)),tensor(0.2973),-4.588241145849117
Quadratic Equation_291_26,5*acos(x),tensor(0.6411),0.6867024535059959
Quadratic Equation_291_27,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_28,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6868a820>>
Quadratic Equation_291_30,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_31,x + sin(x) + 3,tensor(0.3498),-2.455290914359218
Quadratic Equation_291_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68f981c0>>
Quadratic Equation_291_33,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6856e490>>
Quadratic Equation_291_35,x + sinh(x),tensor(0.2731),-6.0814213764224805
Quadratic Equation_291_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b9e1c0>>
Quadratic Equation_291_37,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b2e6d0>>
Quadratic Equation_291_39,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_40,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68526d30>>
Quadratic Equation_291_42,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_43,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_44,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_45,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6868ac70>>
Quadratic Equation_291_47,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_48,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_49,x + sinh(x),tensor(0.2731),-6.0814213764224805
Quadratic Equation_291_50,x + sin(x) + 5,tensor(0.4010),-1.2312396655694857
Quadratic Equation_291_51,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_52,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_53,-x + sin(x),tensor(0.2925),-4.85031771486829
Quadratic Equation_291_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68a539a0>>
Quadratic Equation_291_55,x*tan(5) + x,tensor(0.3095),-3.9772347821149836
Quadratic Equation_291_56,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d742e0>>
Quadratic Equation_291_58,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_59,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_60,sin(x) + 4,tensor(0.4029),-1.195666925120113
Quadratic Equation_291_61,4*acos(x),tensor(0.8721),0.9784841843981195
Quadratic Equation_291_62,exp(acos(x)),tensor(0.6408),0.6858822864128911
Quadratic Equation_291_63,x*exp(-x),tensor(0.2706),-6.267347885984503
Quadratic Equation_291_64,exp(acos(x)),tensor(0.6408),0.6858822864128911
