 Nguyen-2_0_0,2*asin(x) + atanh(x),tensor(0.4083),-1.0999443294539586
 Nguyen-2_250_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a24f10>>
 Nguyen-2_250_33,-sin(x),tensor(0.4042),-1.1735966165666811
 Nguyen-2_250_34,x*sin(acosh(x)),tensor(0.),0
 Nguyen-2_250_35,5*x**4,tensor(0.4482),-0.5152104977005001
 Nguyen-2_250_36,x + 8,tensor(0.1310),-42.98163519111648
 Nguyen-2_250_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f730>>
 Nguyen-2_250_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e699a5d60>>
 Nguyen-2_250_39,3*x,tensor(0.4761),-0.21075846045111257
 Nguyen-2_250_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eac100>>
 Nguyen-2_250_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68eac2e0>>
 Nguyen-2_250_42,x**2/(x + 2),tensor(0.4878),-0.10254244646795296
 Nguyen-2_250_43,x**2 + sin(3),tensor(0.5252),0.18242983946033564
 Nguyen-2_250_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac311610>>
 Nguyen-2_250_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698d5cd0>>
 Nguyen-2_250_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac181c10>>
 Nguyen-2_250_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d66b20>>
 Nguyen-2_250_48,(x + 1)/x,tensor(0.1731),-21.81046552400815
 Nguyen-2_250_49,tan(x)**3,tensor(0.5538),0.35105445255739176
 Nguyen-2_250_50,x*cos(x)**3,tensor(0.5093),0.07143750809350313
 Nguyen-2_250_51,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_250_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec089760>>
 Nguyen-2_250_53,tan(x) + 3,tensor(0.3105),-3.932532203284871
 Nguyen-2_250_54,x**2 + 3*x,tensor(0.5426),0.2892624114319443
 Nguyen-2_250_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69127f40>>
 Nguyen-2_250_56,5*sin(x),tensor(0.3564),-2.261821475633987
 Nguyen-2_250_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68c664c0>>
 Nguyen-2_250_58,x*(x + exp(x) + sin(x)),tensor(0.6313),0.658885907218117
 Nguyen-2_250_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76472640>>
 Nguyen-2_250_60,x*(x*sin(1) + x),tensor(0.5280),0.20078302055030628
 Nguyen-2_250_61,2*x*(x + sin(x)),tensor(0.4356),-0.6793113449476396
 Nguyen-2_250_62,2,tensor(0.),0
 Nguyen-2_250_63,8*x,tensor(0.2183),-11.8200887881471
 Nguyen-2_250_64,2*exp(x),tensor(0.3864),-1.5211122635509597
 Nguyen-2_250_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a243a0>>
 Nguyen-2_250_66,x**2*(x + sin(x)),tensor(0.5749),0.45332818421952104
 Nguyen-2_250_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0ac610>>
 Nguyen-2_250_68,-x**2 + cos(x),tensor(0.4487),-0.5101641146096754
 Nguyen-2_250_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e630a1cd0>>
 Nguyen-2_250_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e694f34f0>>
 Nguyen-2_250_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f130>>
 Nguyen-2_250_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69023580>>
 Nguyen-2_250_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e762b5640>>
 Nguyen-2_250_74,x*(x + 2),tensor(0.7072),0.8286273863879683
 Nguyen-2_250_75,x*(x**2 + x)**3,tensor(0.6193),0.6220305110807895
 Nguyen-2_250_76,x + (x + 3)**3,tensor(0.0341),-800.2764628447903
 Nguyen-2_250_77,sin(x) + cos(x),tensor(0.5635),0.4001128074808701
 Nguyen-2_250_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da7a340>>
 Nguyen-2_250_79,x**2*exp(-5),tensor(0.4803),-0.17053810636628008
 Nguyen-2_250_80,tan(x + 3),tensor(0.5180),0.13441067085865332
 Nguyen-2_250_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69428400>>
 Nguyen-2_250_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de41940>>
 Nguyen-2_250_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e694f33d0>>
 Nguyen-2_250_84,x**2*exp(-x),tensor(0.4426),-0.5862134043095051
 Nguyen-2_250_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac4b1a90>>
 Nguyen-2_250_86,tan(2*x),tensor(0.2379),-9.266003221162693
 Nguyen-2_250_87,2*x + tan(3),tensor(0.5309),0.219438123628518
 Nguyen-2_250_88,x + exp(x) - 1,tensor(0.6239),0.6367309732412831
 Nguyen-2_250_89,5*x + 2,tensor(0.3214),-3.4581277311058036
 Nguyen-2_250_90,x*(x + 2),tensor(0.7072),0.8286273863879683
 Nguyen-2_250_91,x + cos(x + 2),tensor(0.4642),-0.3321129495778512
 Nguyen-2_250_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e699a56a0>>
 Nguyen-2_250_93,x*cos(2),tensor(0.4431),-0.5793836084142481
 Nguyen-2_250_94,x + tan(x) + 1,tensor(0.5941),0.5330249431405758
 Nguyen-2_250_95,8*x**2,tensor(0.2603),-7.072526742893544
 Nguyen-2_250_96,7*x**4 + x,tensor(0.3982),-1.284750418249566
 Nguyen-2_250_97,log(4*x**3),tensor(0.),0
 Nguyen-2_250_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1ecc135d30>>
 Nguyen-2_250_99,4*x**3,tensor(0.5152),0.11472401650468678
 Nguyen-2_250_100,sin(2*x)**2,tensor(0.5077),0.06000662730686945
 Nguyen-2_250_101,x**2*(cos(x) + 1),tensor(0.5274),0.19706544411769933
 Nguyen-2_250_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6da7d5b0>>
 Nguyen-2_250_103,x*(x + cos(x)),tensor(0.6292),0.6525866593122422
 Nguyen-2_250_104,x*(x**5 + 5),tensor(0.3387),-2.812139230748821
 Nguyen-2_250_105,5*x**5,tensor(0.4992),-0.006228532643413498
 Nguyen-2_250_106,2*sinh(x),tensor(0.5481),0.3201116314296417
 Nguyen-2_250_107,x/sin(3),tensor(0.2438),-8.620251168447515
 Nguyen-2_250_108,x - sin(x),tensor(0.4896),-0.08669757371774844
 Nguyen-2_250_109,x*(x**2 + 2),tensor(0.5170),0.1274777647897536
 Nguyen-2_250_110,x,tensor(0.5617),0.39112180608084446
 Nguyen-2_250_111,x**2 + 3*x + sin(x),tensor(0.4339),-0.7016233330812223
 Nguyen-2_250_112,sinh(3*x + 1),tensor(0.1431),-34.88070396813457
 Nguyen-2_250_113,8*x**3,tensor(0.3197),-3.5291040024284595
 Nguyen-2_250_114,x**2*(x**2 + x) + x,tensor(0.7062),0.8269294315467233
 Nguyen-2_250_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69b63640>>
 Nguyen-2_250_116,sinh(x) + Abs(x),tensor(0.7094),0.83218034491244
 Nguyen-2_250_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e630a1310>>
 Nguyen-2_250_118,x*sin(2*x)**2,tensor(0.5557),0.360983161740421
 Nguyen-2_250_119,3*cosh(x),tensor(0.2569),-7.369066955657129
 Nguyen-2_250_120,x*cos(x + 4),tensor(0.4602),-0.37548510465146445
 Nguyen-2_250_121,cos(x),tensor(0.4742),-0.2291558168479999
 Nguyen-2_250_122,x*(5*x**2 + x) + 2,tensor(0.3550),-2.30056968334131
 Nguyen-2_250_123,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_250_124,5*x*cos(x),tensor(0.4116),-1.043493794505899
 Nguyen-2_250_125,log(x**2),tensor(0.3015),-4.366201559330206
 Nguyen-2_250_126,4*x + sin(x),tensor(0.3351),-2.9375418153711403
 Nguyen-2_250_127,x*(x + asinh(x)),tensor(0.5260),0.18790223051327581
 Nguyen-2_251_0,asinh(x + 2),tensor(0.4672),-0.30051358550348306
 Nguyen-2_251_1,sin(x + 2),tensor(0.4434),-0.5759439863695193
 Nguyen-2_251_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac4b1ee0>>
 Nguyen-2_251_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6975aa60>>
 Nguyen-2_251_4,4*sin(x),tensor(0.4205),-0.8995324138627607
 Nguyen-2_251_5,x*(x**3 + x),tensor(0.5346),0.24226137067291187
 Nguyen-2_251_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c16f0a0>>
 Nguyen-2_251_7,x + tan(x),tensor(0.5433),0.2934578120644806
 Nguyen-2_251_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e761cd850>>
 Nguyen-2_251_9,-x + exp(x),tensor(0.4782),-0.19021673255028437
 Nguyen-2_251_10,sinh(x)/x**2,tensor(0.1763),-20.825443305857927
 Nguyen-2_251_11,x*(x + sin(x)) + x,tensor(0.7220),0.8517959386602809
 Nguyen-2_251_12,exp(x) - 2*atanh(x),tensor(0.3277),-3.207114239377444
 Nguyen-2_251_13,8*x**3,tensor(0.3197),-3.5291040024284595
 Nguyen-2_251_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dee0430>>
 Nguyen-2_251_15,x**3*sin(x),tensor(0.5144),0.10902188241021582
 Nguyen-2_251_16,4*exp(x),tensor(0.2083),-13.442954181809768
 Nguyen-2_251_17,x*sin(x + 5),tensor(0.4290),-0.7710818234231893
 Nguyen-2_251_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac431460>>
 Nguyen-2_251_19,x*tan(4),tensor(0.5693),0.42756332207414727
 Nguyen-2_251_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68824eb0>>
 Nguyen-2_251_21,2*atanh(x),tensor(0.4812),-0.16249719335846402
 Nguyen-2_251_22,x + exp(2*x),tensor(0.3843),-1.5671898315541104
 Nguyen-2_251_23,-x**2 + 2*x,tensor(0.4565),-0.4169977684438704
 Nguyen-2_251_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e630a1d60>>
 Nguyen-2_251_25,2*cos(x),tensor(0.3930),-1.3856112354049541
 Nguyen-2_251_26,x**2 + 2*x,tensor(0.7072),0.8286273863879683
 Nguyen-2_251_27,x*(x**2 + 4*x),tensor(0.4639),-0.33570421013429597
 Nguyen-2_251_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60cd61c0>>
 Nguyen-2_251_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68def6d0>>
 Nguyen-2_251_30,2*x + 5*acos(x),tensor(0.1186),-54.278280973210705
 Nguyen-2_251_31,x**2*(x + cos(x)),tensor(0.5946),0.5349716485253059
 Nguyen-2_251_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e9019f3d0>>
 Nguyen-2_251_33,exp(4 - x),tensor(0.0140),-4946.519264479345
 Nguyen-2_251_34,x + sin(x) + 2,tensor(0.4302),-0.7545003657609928
 Nguyen-2_251_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68defc10>>
 Nguyen-2_251_36,2*exp(x),tensor(0.3864),-1.5211122635509597
 Nguyen-2_251_37,-x*(x + 2),tensor(0.3173),-3.6313810574656564
 Nguyen-2_251_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68def250>>
 Nguyen-2_251_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c043130>>
 Nguyen-2_251_40,(x - 1)**2,tensor(0.3162),-3.678370103096279
 Nguyen-2_251_41,cos(x + 5),tensor(0.5775),0.4648129633871648
 Nguyen-2_251_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68ca4970>>
 Nguyen-2_251_43,x*(x + exp(x)),tensor(0.7936),0.9323750707022882
 Nguyen-2_251_44,4*cos(3*x),tensor(0.2524),-7.773464493363477
 Nguyen-2_251_45,x**3/cos(3),tensor(0.4225),-0.8689075005860498
 Nguyen-2_251_46,1,tensor(0.),0
 Nguyen-2_251_47,x**2 + 2*x + exp(x),tensor(0.4786),-0.1866490087982693
 Nguyen-2_251_48,x + tan(x**2),tensor(0.7179),0.8456323680773192
 Nguyen-2_251_49,x*(x**2 + x),tensor(0.6235),0.63540476784599
 Nguyen-2_251_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b2edc0>>
 Nguyen-2_251_51,cosh(2*x),tensor(0.3928),-1.390160758244022
 Nguyen-2_251_52,x*tan(2*x),tensor(0.2716),-6.193253503462063
 Nguyen-2_251_53,(x + cos(x))**3,tensor(0.5544),0.35382475955929604
 Nguyen-2_251_54,x**3 + 2*x,tensor(0.5170),0.1274777647897536
 Nguyen-2_251_55,x**2 + exp(x),tensor(0.5154),0.11604875866050723
 Nguyen-2_251_56,2*x + cos(x),tensor(0.5962),0.5413504063243866
 Nguyen-2_251_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68dc7160>>
 Nguyen-2_251_58,1/(1 - x),tensor(0.2445),-8.549834029481785
 Nguyen-2_251_59,-3*x**2 + x,tensor(0.3366),-2.8841144534851604
 Nguyen-2_251_60,x**2*acos(x),tensor(0.4339),-0.7022658189143547
 Nguyen-2_251_61,-x + exp(x),tensor(0.4782),-0.19021673255028437
 Nguyen-2_251_62,2*sinh(x),tensor(0.5481),0.3201116314296417
 Nguyen-2_251_63,-cos(x) + 2*cosh(x),tensor(0.4336),-0.7067116016680548
 Nguyen-2_251_64,2*x**2 + exp(x),tensor(0.4424),-0.588310254216831
 Nguyen-2_251_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60cc12e0>>
 Nguyen-2_251_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac325160>>
 Nguyen-2_251_67,1,tensor(0.),0
 Nguyen-2_251_68,-3*cos(x + 2),tensor(0.5374),0.25886627042648547
 Nguyen-2_251_69,5*x*sin(x),tensor(0.3978),-1.29198089959421
 Nguyen-2_251_70,log(x)**4,tensor(0.),0
 Nguyen-2_251_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76260220>>
 Nguyen-2_251_72,cos(x) + 1,tensor(0.3839),-1.5749715817233176
 Nguyen-2_251_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68def370>>
 Nguyen-2_251_74,x**2 + sin(x),tensor(0.6664),0.7494335509746841
 Nguyen-2_251_75,x*sin(4),tensor(0.4151),-0.9856187186018965
 Nguyen-2_251_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60bf8ac0>>
 Nguyen-2_251_77,sin(x**2),tensor(0.5204),0.15078557228664857
 Nguyen-2_251_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76260dc0>>
 Nguyen-2_251_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76260070>>
 Nguyen-2_251_80,atan(6*x),tensor(0.5331),0.23312347316527104
 Nguyen-2_251_81,5*tanh(x),tensor(0.3745),-1.7907757035327712
 Nguyen-2_251_82,x*atan(x),tensor(0.5179),0.13372965886754684
 Nguyen-2_251_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60bf81c0>>
 Nguyen-2_251_84,exp(x + 1),tensor(0.2973),-4.585794700377186
 Nguyen-2_251_85,x*(x + cosh(x)),tensor(0.7444),0.8820670784017414
 Nguyen-2_251_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60c83730>>
 Nguyen-2_251_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68def970>>
 Nguyen-2_251_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68deff70>>
 Nguyen-2_251_89,x + 4,tensor(0.2430),-8.70552807680437
 Nguyen-2_251_90,sin(x) - cos(x),tensor(0.4274),-0.7951996500205862
 Nguyen-2_251_91,acos(x**2),tensor(0.4280),-0.7862976714130456
 Nguyen-2_251_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d66fa0>>
 Nguyen-2_251_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e697a7f10>>
 Nguyen-2_251_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac431cd0>>
 Nguyen-2_251_95,x*cos(x) + 2*x,tensor(0.4984),-0.01323618542607119
 Nguyen-2_251_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69101070>>
 Nguyen-2_251_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e76472d90>>
 Nguyen-2_251_98,x*(x + cos(x) + 1),tensor(0.7233),0.853719380531366
 Nguyen-2_251_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68743ee0>>
 Nguyen-2_251_100,x*(x + sin(x)),tensor(0.5262),0.18922779414849278
 Nguyen-2_251_101,(x + cos(x))**2,tensor(0.6076),0.5828635178922235
 Nguyen-2_251_102,4*x**4 + 2*x,tensor(0.6257),0.6422624054011472
 Nguyen-2_251_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c11fa00>>
 Nguyen-2_251_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6887f880>>
 Nguyen-2_251_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6887fd90>>
 Nguyen-2_251_106,log(3*x**2),tensor(0.3792),-1.6811591115286513
 Nguyen-2_251_107,2*x,tensor(0.5593),0.3788853774253258
 Nguyen-2_251_108,5*tan(x),tensor(0.2662),-6.595236061125486
 Nguyen-2_251_109,-x**3 + x**2 + x,tensor(0.5699),0.4306688542007442
 Nguyen-2_251_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69428760>>
 Nguyen-2_251_111,x + sin(x),tensor(0.5628),0.39657388510876745
 Nguyen-2_251_112,cos(x + 2),tensor(0.3960),-1.3264190333213328
 Nguyen-2_251_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2e7040>>
 Nguyen-2_251_114,x*(x*sin(x) + x)**2,tensor(0.7177),0.8453348524067623
 Nguyen-2_251_115,2*x**5,tensor(0.5554),0.3591401011303389
 Nguyen-2_251_116,-x**3,tensor(0.4230),-0.8607114112822405
 Nguyen-2_251_117,x + tan(4),tensor(0.5531),0.3473893911536886
 Nguyen-2_251_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6887fa30>>
 Nguyen-2_251_119,(1 - x)/x,tensor(0.1752),-21.156958554093904
 Nguyen-2_251_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e691dcc70>>
 Nguyen-2_251_121,x*log(2*x) - 2*x,tensor(0.),0
 Nguyen-2_251_122,x*(x + sin(x)),tensor(0.5262),0.18922779414849278
 Nguyen-2_251_123,x*(x + 4)*log(x),tensor(0.),0
 Nguyen-2_251_124,x*exp(4),tensor(0.0338),-814.1676851508349
 Nguyen-2_251_125,9*x**2,tensor(0.2359),-9.492471555024151
 Nguyen-2_251_126,exp(2*x),tensor(0.4346),-0.6928485644290525
 Nguyen-2_251_127,x**2/sin(x) + x,tensor(0.5540),0.351884952589956
 Nguyen-2_252_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f2c0d10a0>>
 Nguyen-2_252_1,5*x*(x + 5)**3,tensor(0.0027),-141325.6545246526
 Nguyen-2_252_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac5e9f40>>
 Nguyen-2_252_3,x + E*x,tensor(0.4148),-0.9906100908630573
 Nguyen-2_252_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69127940>>
 Nguyen-2_252_5,atan(x + 4),tensor(0.4486),-0.5109394750650251
 Nguyen-2_252_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dbbda00>>
 Nguyen-2_252_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69236790>>
 Nguyen-2_252_8,-1/x,tensor(0.1649),-24.63228489202951
 Nguyen-2_252_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac311370>>
 Nguyen-2_252_10,x*(x + 5) + x,tensor(0.2935),-4.793276968761646
 Nguyen-2_252_11,(x**2 + x)/x,tensor(0.5804),0.47753345080581255
 Nguyen-2_252_12,x*log(4*x**2),tensor(0.5428),0.29039710615970493
 Nguyen-2_252_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b2e400>>
 Nguyen-2_252_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac54ff70>>
 Nguyen-2_252_15,log(x + 2),tensor(0.5549),0.3564658412397591
 Nguyen-2_252_16,x*log(x) - x,tensor(0.),0
 Nguyen-2_252_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60c3edc0>>
 Nguyen-2_252_18,log(5),tensor(0.),0
 Nguyen-2_252_19,x + 1/(x - 2),tensor(0.4521),-0.468494151394512
 Nguyen-2_252_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c0ed910>>
 Nguyen-2_252_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eec149520>>
 Nguyen-2_252_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69ba3190>>
 Nguyen-2_252_23,x**2 + x*sin(1),tensor(0.6587),0.7315306661796122
 Nguyen-2_252_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68971220>>
 Nguyen-2_252_25,tan(x)**2,tensor(0.5336),0.23622300476595803
 Nguyen-2_252_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c043f40>>
 Nguyen-2_252_27,2*x,tensor(0.5593),0.3788853774253258
 Nguyen-2_252_28,x*(x + cos(x) + 3),tensor(0.4515),-0.4762374046931459
 Nguyen-2_252_29,x*log(x + 1) + 3*x,tensor(0.6340),0.6667541236026138
 Nguyen-2_252_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e900f0160>>
 Nguyen-2_252_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e60bf8250>>
 Nguyen-2_252_32,(2 - x)**sin(x),tensor(0.5180),0.13390537239382072
 Nguyen-2_252_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6de414c0>>
 Nguyen-2_252_34,x*asinh(x) + x,tensor(0.6742),0.7664228397256645
 Nguyen-2_252_35,log(5*x**2),tensor(0.4095),-1.0795946115467157
 Nguyen-2_252_36,(x - 1)*exp(x),tensor(0.4179),-0.9409320096329847
 Nguyen-2_252_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e698d53a0>>
 Nguyen-2_252_38,4*(x + sin(x))*sin(x),tensor(0.2986),-4.517147709875326
 Nguyen-2_252_39,x*cos(x + 2),tensor(0.4167),-0.9591030802251872
 Nguyen-2_252_40,cos(x + 5),tensor(0.5775),0.4648129633871648
 Nguyen-2_252_41,-4*log(cos(x)),tensor(0.5169),0.12684013114858395
 Nguyen-2_252_42,(x + 1)**3,tensor(0.3820),-1.6177563759187135
 Nguyen-2_252_43,x*(x + 1) + 2*x,tensor(0.5426),0.2892624114319444
 Nguyen-2_252_44,1/cos(x + 5),tensor(0.1370),-38.698329345403984
 Nguyen-2_252_45,3*x + sin(x),tensor(0.4001),-1.2487625059902516
 Nguyen-2_252_46,x*(x + acos(x)),tensor(0.5461),0.30910553682970665
 Nguyen-2_252_47,sin(2*x + 1),tensor(0.5046),0.03627456266234241
 Nguyen-2_252_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69101250>>
 Nguyen-2_252_49,-x,tensor(0.3965),-1.3166275642708767
 Nguyen-2_252_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68743d60>>
 Nguyen-2_252_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69373be0>>
 Nguyen-2_252_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e630a1550>>
 Nguyen-2_252_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e9019fd90>>
 Nguyen-2_252_54,4*x + exp(x),tensor(0.3438),-2.6418739888515974
 Nguyen-2_252_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d66d90>>
 Nguyen-2_252_56,x*asinh(x),tensor(0.5208),0.15370983289296025
 Nguyen-2_252_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b2e910>>
 Nguyen-2_252_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68b2e130>>
 Nguyen-2_252_59,x*(x + cosh(x))**2,tensor(0.6214),0.6288139339573353
 Nguyen-2_252_60,x*sin(x + 2),tensor(0.5009),0.0071870175076828025
 Nguyen-2_252_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac2120a0>>
 Nguyen-2_252_62,x**2 + 2*x,tensor(0.7072),0.8286273863879683
 Nguyen-2_252_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e9006cee0>>
 Nguyen-2_252_64,x*(x*acosh(x) + x),tensor(0.),0
 Nguyen-2_252_65,x + sin(x),tensor(0.5628),0.39657388510876745
 Nguyen-2_252_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e69a24280>>
 Nguyen-2_252_67,4*x*asin(x),tensor(0.3779),-1.7104218300201093
 Nguyen-2_252_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1eac431220>>
 Nguyen-2_252_69,x**2*(2*x + 1),tensor(0.7207),0.8498868514345732
 Nguyen-2_252_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1f0c191a00>>
 Nguyen-2_252_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e68d66be0>>
 Nguyen-2_252_72,-2,tensor(0.),0
 Nguyen-2_252_73,2*sinh(x),tensor(0.5481),0.3201116314296417
 Nguyen-2_252_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f1e6dee0c40>>
