Absolute Value_0_0,x + tan(x),tensor(0.1743),-21.433991330247977
Absolute Value_54_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480b0b20>>
Absolute Value_54_127,-3*x/2,tensor(0.2211),-11.409268888910102
Absolute Value_55_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27497a90>>
Absolute Value_55_1,sin(x + 6),tensor(0.2193),-11.668574626539403
Absolute Value_55_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc099550>>
Absolute Value_55_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480bbcd0>>
Absolute Value_55_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc1291f0>>
Absolute Value_55_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15bca0>>
Absolute Value_55_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4025ba90>>
Absolute Value_55_7,x*(x + 2),tensor(0.1663),-24.14522341302428
Absolute Value_55_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc174850>>
Absolute Value_55_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d277e10d0>>
Absolute Value_55_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4032f490>>
Absolute Value_55_11,2*(x + 3)/x,tensor(0.0006),-2943538.1011149627
Absolute Value_55_12,-sin(x - 3),tensor(0.1957),-15.880948149316541
Absolute Value_55_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197c40>>
Absolute Value_55_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27472820>>
Absolute Value_55_15,(x + cos(x))**3,tensor(0.1314),-42.731658616562974
Absolute Value_55_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773a340>>
Absolute Value_55_17,(x**2 + x)/x,tensor(0.1527),-29.777301364136306
Absolute Value_55_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4021d610>>
Absolute Value_55_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4039e280>>
Absolute Value_55_20,x**2 + 2*x,tensor(0.1663),-24.14522341302428
Absolute Value_55_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc045b50>>
Absolute Value_55_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401ff2e0>>
Absolute Value_55_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480b7370>>
Absolute Value_55_24,3*x + sin(x),tensor(0.1438),-34.45320423135528
Absolute Value_55_25,x**2 + x*exp(x),tensor(0.1588),-27.068543331848897
Absolute Value_55_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0924c0>>
Absolute Value_55_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4014b520>>
Absolute Value_55_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402afa30>>
Absolute Value_55_29,exp(2*x - 2),tensor(0.1953),-15.982106687489928
Absolute Value_55_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27518790>>
Absolute Value_55_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27518d30>>
Absolute Value_55_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c1c87f0>>
Absolute Value_55_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4002a400>>
Absolute Value_55_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4002a5b0>>
Absolute Value_55_35,x*(tan(2) + 2),tensor(0.2195),-11.637920598128789
Absolute Value_55_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc06aa00>>
Absolute Value_55_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4002a370>>
Absolute Value_55_38,x*cosh(2),tensor(0.1462),-33.10397615259533
Absolute Value_55_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c074fa0>>
Absolute Value_55_40,x**2 + 2*sin(x),tensor(0.1693),-23.068401117159013
Absolute Value_55_41,x**2 + 5*x,tensor(0.1222),-50.6083141302179
Absolute Value_55_42,x,tensor(0.2010),-14.807802420438376
Absolute Value_55_43,8*x**4,tensor(0.1207),-52.07180195233634
Absolute Value_55_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402b94f0>>
Absolute Value_55_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4ac0>>
Absolute Value_55_46,2*x*exp(-x),tensor(0.1849),-18.428581132868267
Absolute Value_55_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c156370>>
Absolute Value_55_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4037e790>>
Absolute Value_55_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4037e370>>
Absolute Value_55_50,(2*x + 1)**2,tensor(0.0984),-82.92039576748769
Absolute Value_55_51,2*x + sin(x),tensor(0.1619),-25.783492025885348
Absolute Value_55_52,-5*x**2,tensor(0.2596),-7.130461302509961
Absolute Value_55_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48101130>>
Absolute Value_55_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09b580>>
Absolute Value_55_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480affa0>>
Absolute Value_55_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dfc081c40>>
Absolute Value_55_57,x + cosh(x),tensor(0.1463),-33.05671988500699
Absolute Value_55_58,-sin(x) + cos(x),tensor(0.1682),-23.470538905173505
Absolute Value_55_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401ffc70>>
Absolute Value_55_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48084730>>
Absolute Value_55_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48084910>>
Absolute Value_55_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc175bb0>>
Absolute Value_55_63,x/5,tensor(0.2148),-12.359710894135151
Absolute Value_55_64,x**3 - x,tensor(0.2209),-11.432618883508065
Absolute Value_55_65,x*acos(4),tensor(0.),0
Absolute Value_55_66,3*x*atan(x),tensor(0.1617),-25.880761720063823
Absolute Value_55_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4812eac0>>
Absolute Value_55_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4031ff40>>
Absolute Value_55_69,log(x)/5,tensor(0.),0
Absolute Value_55_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773a0d0>>
Absolute Value_55_71,x + cos(2*x),tensor(0.1739),-21.57330960312109
Absolute Value_55_72,x + tan(3*x),tensor(0.0004),-5903703.668231789
Absolute Value_55_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40222f70>>
Absolute Value_55_74,-1/(25*x**4),tensor(6.3184e-14),-2.5048558792469732e+26
Absolute Value_55_75,x*(x + log(x)),tensor(0.),0
Absolute Value_55_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c156550>>
Absolute Value_55_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4007d520>>
Absolute Value_55_78,2*x + 4*sin(x),tensor(0.1189),-53.951146056409534
Absolute Value_55_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c1355b0>>
Absolute Value_55_80,x**2 + 5*x,tensor(0.1222),-50.6083141302179
Absolute Value_55_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4700>>
Absolute Value_55_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c17bd30>>
Absolute Value_55_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a4370>>
Absolute Value_55_84,4*x*exp(3),tensor(0.0121),-6618.875960757364
Absolute Value_55_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc16dfd0>>
Absolute Value_55_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27174220>>
Absolute Value_55_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1754f0>>
Absolute Value_55_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc063e20>>
Absolute Value_55_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94197430>>
Absolute Value_55_90,sin(x + 5),tensor(0.2932),-4.811171306220113
Absolute Value_55_91,x*(x + 3),tensor(0.1503),-30.965428951773855
Absolute Value_55_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48192d60>>
Absolute Value_55_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402aff70>>
Absolute Value_55_94,6*x + sin(x),tensor(0.1045),-72.4672890496549
Absolute Value_55_95,x + asin(3),tensor(0.),0
Absolute Value_55_96,6*log(x),tensor(0.),0
Absolute Value_55_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c11efd0>>
Absolute Value_55_98,-3*x**2,tensor(0.2823),-5.4613308566792815
Absolute Value_55_99,x**2/28,tensor(0.2165),-12.08996972133859
Absolute Value_55_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d274ad9d0>>
Absolute Value_55_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773a1c0>>
Absolute Value_55_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401021c0>>
Absolute Value_55_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401020d0>>
Absolute Value_55_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401028b0>>
Absolute Value_55_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102940>>
Absolute Value_55_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40125c40>>
Absolute Value_55_107,-2*x**2 + x,tensor(0.2370),-9.367776229998796
Absolute Value_55_108,2/(x**3 + x),tensor(0.0017),-327065.5867977099
Absolute Value_55_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400ac2b0>>
Absolute Value_55_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400accd0>>
Absolute Value_55_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400acfa0>>
Absolute Value_55_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400ac790>>
Absolute Value_55_113,x + 5,tensor(0.0752),-150.0981133642194
Absolute Value_55_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400ac880>>
Absolute Value_55_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c1285e0>>
Absolute Value_55_116,x*(2*x + 2),tensor(0.1526),-29.820472473402035
Absolute Value_55_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c128460>>
Absolute Value_55_118,4*x**3/3,tensor(0.2042),-14.194538603087725
Absolute Value_55_119,2*x*exp(x),tensor(0.1422),-35.392698329243274
Absolute Value_55_120,x*(x + acos(x)),tensor(0.1921),-16.692289552161657
Absolute Value_55_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27202280>>
Absolute Value_55_122,x*exp(5),tensor(0.0066),-22323.48819966672
Absolute Value_55_123,-cos(x),tensor(0.3087),-4.017071946579358
Absolute Value_55_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc19f790>>
Absolute Value_55_125,2*x**2 - 2*x,tensor(0.1704),-22.713800520465032
Absolute Value_55_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480848b0>>
Absolute Value_55_127,sin(x + 5),tensor(0.2932),-4.811171306220113
Absolute Value_56_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481ef070>>
Absolute Value_56_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481ef760>>
Absolute Value_56_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4a00>>
Absolute Value_56_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4b20>>
Absolute Value_56_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4021d220>>
Absolute Value_56_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481ef3a0>>
Absolute Value_56_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc173100>>
Absolute Value_56_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481dbca0>>
Absolute Value_56_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48177e50>>
Absolute Value_56_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481ef4f0>>
Absolute Value_56_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48147100>>
Absolute Value_56_11,4*x + 4,tensor(0.0802),-130.68930127008784
Absolute Value_56_12,x*(5*x + 5),tensor(0.1000),-80.00370901072014
Absolute Value_56_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480af040>>
Absolute Value_56_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773a3d0>>
Absolute Value_56_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2773a7c0>>
Absolute Value_56_16,(x + sin(x))/x,tensor(0.1264),-46.799838203496996
Absolute Value_56_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15bd00>>
Absolute Value_56_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d400a3ee0>>
Absolute Value_56_19,3*x,tensor(0.1601),-26.530340397078355
Absolute Value_56_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4815da60>>
Absolute Value_56_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4a60>>
Absolute Value_56_22,5*exp(-2*x),tensor(0.0386),-618.2019343977122
Absolute Value_56_23,(x**2 + x)**2,tensor(0.1670),-23.89717882912822
Absolute Value_56_24,x + tan(2),tensor(0.3298),-3.1312553242139467
Absolute Value_56_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4028df70>>
Absolute Value_56_26,x**4/25,tensor(0.2168),-12.043031175040243
Absolute Value_56_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c11e190>>
Absolute Value_56_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2720f0a0>>
Absolute Value_56_29,1 - log(cos(x)),tensor(0.1511),-30.53942578115135
Absolute Value_56_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480b0eb0>>
Absolute Value_56_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15a310>>
Absolute Value_56_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15ad30>>
Absolute Value_56_33,sin(x + 3),tensor(0.2135),-12.567236362808014
Absolute Value_56_34,sin(x)*cos(x),tensor(0.2074),-13.608708186833535
Absolute Value_56_35,5*x/4,tensor(0.1960),-15.835439264324474
Absolute Value_56_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d277751f0>>
Absolute Value_56_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27775100>>
Absolute Value_56_38,x*exp(-1),tensor(0.2123),-12.767277386063697
Absolute Value_56_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102550>>
Absolute Value_56_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102bb0>>
Absolute Value_56_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102e20>>
Absolute Value_56_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102eb0>>
Absolute Value_56_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102b20>>
Absolute Value_56_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40125220>>
Absolute Value_56_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40125df0>>
Absolute Value_56_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40125b80>>
Absolute Value_56_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401256a0>>
Absolute Value_56_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40125cd0>>
Absolute Value_56_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401251f0>>
Absolute Value_56_50,-1/x,tensor(0.0035),-81746.83849854913
Absolute Value_56_51,x + log(4),tensor(0.1393),-37.17834427473965
Absolute Value_56_52,x + tan(4),tensor(0.1470),-32.69203916684571
Absolute Value_56_53,x + tan(3),tensor(0.2099),-13.166156261206533
Absolute Value_56_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401ffdf0>>
Absolute Value_56_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c1a5c70>>
Absolute Value_56_56,x**2*exp(x) - x,tensor(0.1869),-17.921743208356183
Absolute Value_56_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0ac4c0>>
Absolute Value_56_58,x*log(x) - x,tensor(0.),0
Absolute Value_56_59,x/3,tensor(0.2128),-12.6788006062828
Absolute Value_56_60,1/2,tensor(0.),0
Absolute Value_56_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4039ecd0>>
Absolute Value_56_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c092070>>
Absolute Value_56_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c092790>>
Absolute Value_56_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40387940>>
Absolute Value_56_65,-x - 1,tensor(0.3652),-2.0221408112645687
Absolute Value_56_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40102d00>>
Absolute Value_56_67,1/(x*(2*x + 2)),tensor(0.0023),-189704.83066335402
Absolute Value_56_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2753a310>>
Absolute Value_56_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40372040>>
Absolute Value_56_70,x + tan(x) - 1,tensor(0.2133),-12.598889909591866
Absolute Value_56_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94051c40>>
Absolute Value_56_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4028de50>>
Absolute Value_56_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b40d0>>
Absolute Value_56_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c11e8b0>>
Absolute Value_56_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc1f4760>>
Absolute Value_56_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481f0f10>>
Absolute Value_56_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481770d0>>
Absolute Value_56_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402e10d0>>
Absolute Value_56_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402e18e0>>
Absolute Value_56_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402e18b0>>
Absolute Value_56_81,1/(x*(x + 5)),tensor(0.0171),-3286.172450905888
Absolute Value_56_82,tan(x + 4),tensor(0.0040),-60791.87302114226
Absolute Value_56_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27518190>>
Absolute Value_56_84,x**3*(x - 5),tensor(0.1796),-19.855032083908277
Absolute Value_56_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4812ad30>>
Absolute Value_56_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c1569a0>>
Absolute Value_56_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c128700>>
Absolute Value_56_88,x**2 + x*exp(2*x),tensor(0.1242),-48.73460579047816
Absolute Value_56_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401e68b0>>
Absolute Value_56_90,exp(4*x),tensor(0.0374),-660.5799842807754
Absolute Value_56_91,x*tan(3),tensor(0.2191),-11.703016034630851
Absolute Value_56_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480389a0>>
Absolute Value_56_93,4*x**3/3,tensor(0.2042),-14.194538603087725
Absolute Value_56_94,19*x**(9/2),tensor(0.),0
Absolute Value_56_95,exp(asin(x)),tensor(0.1406),-36.343140176126006
Absolute Value_56_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c156730>>
Absolute Value_56_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402633a0>>
Absolute Value_56_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4812ee50>>
Absolute Value_56_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d4028d820>>
Absolute Value_56_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d940b4370>>
Absolute Value_56_101,x - cos(x),tensor(0.2621),-6.928150004762826
Absolute Value_56_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2763c610>>
Absolute Value_56_103,x + asinh(x),tensor(0.1819),-19.221185088823812
Absolute Value_56_104,2*x*asinh(x),tensor(0.1749),-21.240563186267398
Absolute Value_56_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d27202b50>>
Absolute Value_56_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481d54c0>>
Absolute Value_56_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40169100>>
Absolute Value_56_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c15b550>>
Absolute Value_56_109,4*sin(x),tensor(0.1487),-31.766010544459782
Absolute Value_56_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d481d5ac0>>
Absolute Value_56_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402afac0>>
Absolute Value_56_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc0d3400>>
Absolute Value_56_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40222c10>>
Absolute Value_56_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40222670>>
Absolute Value_56_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40222b50>>
Absolute Value_56_116,(x + sin(x))**2,tensor(0.1448),-33.90146942038489
Absolute Value_56_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc198130>>
Absolute Value_56_118,-atanh(x)/3,tensor(0.2219),-11.296953027293824
Absolute Value_56_119,exp(2*x),tensor(0.1143),-59.00063974952923
Absolute Value_56_120,5*x + 5,tensor(0.0692),-180.13443699251008
Absolute Value_56_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401fbf70>>
Absolute Value_56_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2720f340>>
Absolute Value_56_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2720f2e0>>
Absolute Value_56_124,x*exp(2*x),tensor(0.1343),-40.56443555695293
Absolute Value_56_125,2,tensor(0.),0
Absolute Value_56_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc175700>>
Absolute Value_56_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a4910>>
Absolute Value_57_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d480af250>>
Absolute Value_57_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c0fb430>>
Absolute Value_57_2,x*(x + log(x)),tensor(0.),0
Absolute Value_57_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d2767e430>>
Absolute Value_57_4,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48192ca0>>
Absolute Value_57_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d40222be0>>
Absolute Value_57_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d402b95e0>>
Absolute Value_57_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d94176310>>
Absolute Value_57_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401d6b80>>
Absolute Value_57_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d8c09b760>>
Absolute Value_57_10,2*x**2 + x,tensor(0.1638),-25.042567434695336
Absolute Value_57_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d5c1a7d00>>
Absolute Value_57_12,x/(x + 5),tensor(0.2158),-12.209963051776077
Absolute Value_57_13,2*x**4,tensor(0.1866),-18.007944245781285
Absolute Value_57_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7dbc1f4a60>>
Absolute Value_57_15,x**3 + 3,tensor(0.1019),-76.61923279542985
Absolute Value_57_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d48177790>>
Absolute Value_57_17,x*(x**2 + x)**3,tensor(0.1520),-30.106624001271726
Absolute Value_57_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d403a73d0>>
Absolute Value_57_19,x*(x**2 + x),tensor(0.1865),-18.020938566519728
Absolute Value_57_20,exp(x - 1),tensor(0.1842),-18.614978630200362
Absolute Value_57_21,2*x + 4*log(x),tensor(0.),0
Absolute Value_57_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7ddc119be0>>
Absolute Value_57_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f7d401fb040>>
Absolute Value_57_24,x**3 + x + 1,tensor(0.1474),-32.47725061476688
