 Nguyen-5_0_0,x + tan(x),tensor(0.2285),-10.400959550225325
 Nguyen-5_43_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081015e0>>
 Nguyen-5_43_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508101a90>>
 Nguyen-5_43_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508101700>>
 Nguyen-5_43_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508101910>>
 Nguyen-5_43_106,x + sin(x) + 3,tensor(0.0898),-101.79750588430184
 Nguyen-5_43_107,2*x**2 + tan(5),tensor(0.1798),-19.796368235692714
 Nguyen-5_43_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281b4610>>
 Nguyen-5_43_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54812f850>>
 Nguyen-5_43_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e8bb0>>
 Nguyen-5_43_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e8430>>
 Nguyen-5_43_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e86d0>>
 Nguyen-5_43_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d04f0>>
 Nguyen-5_43_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0af0>>
 Nguyen-5_43_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0c70>>
 Nguyen-5_43_116,x**2 - exp(x),tensor(0.2641),-6.76588788103722
 Nguyen-5_43_117,0,tensor(0.),0
 Nguyen-5_43_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc074c40>>
 Nguyen-5_43_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ef2e0>>
 Nguyen-5_43_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05efa60>>
 Nguyen-5_43_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05efbe0>>
 Nguyen-5_43_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8850>>
 Nguyen-5_43_123,(x - 1)*exp(x),tensor(0.4838),-0.13799479745289234
 Nguyen-5_43_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0439040>>
 Nguyen-5_43_125,x*cos(x + 3),tensor(0.2304),-10.159268110407428
 Nguyen-5_43_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a0106370>>
 Nguyen-5_43_127,sqrt(x) + tan(1),tensor(0.),0
 Nguyen-5_44_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680879a0>>
 Nguyen-5_44_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481df760>>
 Nguyen-5_44_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fbe20>>
 Nguyen-5_44_3,x*(x + 1),tensor(0.2226),-11.200219299404575
 Nguyen-5_44_4,5*x + sin(acosh(x)),tensor(0.),0
 Nguyen-5_44_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc080730>>
 Nguyen-5_44_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481690a0>>
 Nguyen-5_44_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4d30>>
 Nguyen-5_44_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4a00>>
 Nguyen-5_44_9,x*sin(x) + x + 11,tensor(0.0310),-974.3147339740652
 Nguyen-5_44_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc074f10>>
 Nguyen-5_44_11,6*x**2,tensor(0.0970),-85.6546858969266
 Nguyen-5_44_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06ddac0>>
 Nguyen-5_44_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b0610>>
 Nguyen-5_44_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1c0c40>>
 Nguyen-5_44_15,x**2 + 4*x,tensor(0.1470),-32.670715289897544
 Nguyen-5_44_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00e91f0>>
 Nguyen-5_44_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd50813cc70>>
 Nguyen-5_44_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081ada00>>
 Nguyen-5_44_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1c0610>>
 Nguyen-5_44_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481cf550>>
 Nguyen-5_44_21,3*x*(x + 3),tensor(0.0708),-171.25073527485233
 Nguyen-5_44_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00eaf10>>
 Nguyen-5_44_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04a9640>>
 Nguyen-5_44_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528054160>>
 Nguyen-5_44_25,E/5,tensor(0.),0
 Nguyen-5_44_26,x*cosh(x) + 3*x,tensor(0.1456),-33.449404818369246
 Nguyen-5_44_27,x/(x + 2),tensor(0.3025),-4.3151853442835115
 Nguyen-5_44_28,x**2*atan(x),tensor(0.2774),-5.783647211661194
 Nguyen-5_44_29,log(2*x),tensor(0.),0
 Nguyen-5_44_30,x + sin(x - 1),tensor(0.4136),-1.0095181408409317
 Nguyen-5_44_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b00a0>>
 Nguyen-5_44_32,sin(x + 3),tensor(0.2061),-13.830529145527478
 Nguyen-5_44_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ef460>>
 Nguyen-5_44_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ef910>>
 Nguyen-5_44_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05efbb0>>
 Nguyen-5_44_36,x + sqrt(x - 1),tensor(0.),0
 Nguyen-5_44_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0443520>>
 Nguyen-5_44_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e049a4f0>>
 Nguyen-5_44_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1cbeb0>>
 Nguyen-5_44_40,acosh(x + 5),tensor(0.1060),-70.07184700111542
 Nguyen-5_44_41,x + asinh(x),tensor(0.2484),-8.157449877118783
 Nguyen-5_44_42,(x + 2)**3,tensor(0.0303),-1022.7540378813727
 Nguyen-5_44_43,x*sinh(5),tensor(0.0089),-12293.98904980368
 Nguyen-5_44_44,3 - 4*x**2,tensor(0.1200),-52.791550579549956
 Nguyen-5_44_45,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0576e50>>
 Nguyen-5_44_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05e28b0>>
 Nguyen-5_44_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06cf2b0>>
 Nguyen-5_44_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06cfdc0>>
 Nguyen-5_44_49,-2*x**2 + x,tensor(0.3566),-2.255344155510688
 Nguyen-5_44_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b0f70>>
 Nguyen-5_44_51,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07772e0>>
 Nguyen-5_44_52,x/cos(x)**3,tensor(0.1706),-22.626557459571817
 Nguyen-5_44_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd528054e50>>
 Nguyen-5_44_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8b20>>
 Nguyen-5_44_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8a60>>
 Nguyen-5_44_56,x**2/2,tensor(0.2341),-9.704960541264484
 Nguyen-5_44_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0e50>>
 Nguyen-5_44_58,x*exp(2),tensor(0.0890),-103.87753615341614
 Nguyen-5_44_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e07d8b20>>
 Nguyen-5_44_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00ea910>>
 Nguyen-5_44_61,cos(x + 3),tensor(0.4187),-0.9279289323867856
 Nguyen-5_44_62,sinh(x) + x**(-2),tensor(0.0003),-10326379.53019431
 Nguyen-5_44_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4340>>
 Nguyen-5_44_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816e910>>
 Nguyen-5_44_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816e250>>
 Nguyen-5_44_66,x*(x**2*sin(x) + x),tensor(0.1863),-18.06975445158542
 Nguyen-5_44_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03f4730>>
 Nguyen-5_44_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816ef40>>
 Nguyen-5_44_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816ebe0>>
 Nguyen-5_44_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816e340>>
 Nguyen-5_44_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816e490>>
 Nguyen-5_44_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816e850>>
 Nguyen-5_44_73,x*(2*x**2 + 1),tensor(0.2272),-10.565683011886605
 Nguyen-5_44_74,2*x,tensor(0.2443),-8.57326958213292
 Nguyen-5_44_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081b8f10>>
 Nguyen-5_44_76,x/(2 - x),tensor(0.2611),-7.011407435656036
 Nguyen-5_44_77,x**3 + 1,tensor(0.1638),-25.0480957338317
 Nguyen-5_44_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04e12e0>>
 Nguyen-5_44_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04e1a90>>
 Nguyen-5_44_80,4,tensor(0.),0
 Nguyen-5_44_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481da0a0>>
 Nguyen-5_44_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481da340>>
 Nguyen-5_44_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481daf40>>
 Nguyen-5_44_84,cos(x + 3),tensor(0.4187),-0.9279289323867856
 Nguyen-5_44_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5481da520>>
 Nguyen-5_44_86,3/x**(2/3),tensor(0.),0
 Nguyen-5_44_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04e17c0>>
 Nguyen-5_44_88,x*(x + 2),tensor(0.2063),-13.79317499847297
 Nguyen-5_44_89,x*(x + 6),tensor(0.1062),-69.80376077237247
 Nguyen-5_44_90,tan(x),tensor(0.2743),-5.9990423451224295
 Nguyen-5_44_91,x + 1/(x + 1),tensor(0.0366),-693.6035203775557
 Nguyen-5_44_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56811c070>>
 Nguyen-5_44_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480b1070>>
 Nguyen-5_44_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1a3df0>>
 Nguyen-5_44_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd56813cb80>>
 Nguyen-5_44_96,2*x + acos(x),tensor(0.1333),-41.2899688739469
 Nguyen-5_44_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0698ac0>>
 Nguyen-5_44_98,x**2 + 2*x,tensor(0.2063),-13.79317499847297
 Nguyen-5_44_99,3*x - sinh(x),tensor(0.2498),-8.023101487531118
 Nguyen-5_44_100,x/4,tensor(0.2724),-6.133953991765188
 Nguyen-5_44_101,1/4,tensor(0.),0
 Nguyen-5_44_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00ea040>>
 Nguyen-5_44_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1c0130>>
 Nguyen-5_44_104,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081342b0>>
 Nguyen-5_44_105,x**2/cosh(5),tensor(0.2613),-6.992315068341336
 Nguyen-5_44_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5480bb1c0>>
 Nguyen-5_44_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ef2b0>>
 Nguyen-5_44_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05ef880>>
 Nguyen-5_44_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8b50>>
 Nguyen-5_44_110,1/(x + 47),tensor(0.2586),-7.215450089406257
 Nguyen-5_44_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0438bb0>>
 Nguyen-5_44_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0438f10>>
 Nguyen-5_44_113,sqrt(x) - 2*x**2,tensor(0.),0
 Nguyen-5_44_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04387f0>>
 Nguyen-5_44_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0190>>
 Nguyen-5_44_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0940>>
 Nguyen-5_44_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d05b0>>
 Nguyen-5_44_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0580>>
 Nguyen-5_44_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0520>>
 Nguyen-5_44_120,2*sqrt(2)*sqrt(x),tensor(0.),0
 Nguyen-5_44_121,x/cos(2),tensor(0.1542),-29.09160392413678
 Nguyen-5_44_122,x/(x + 2),tensor(0.3025),-4.3151853442835115
 Nguyen-5_44_123,(x - 5)*exp(x),tensor(0.0714),-168.24820021656743
 Nguyen-5_44_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0443790>>
 Nguyen-5_44_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0443850>>
 Nguyen-5_44_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0443e50>>
 Nguyen-5_44_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0443160>>
 Nguyen-5_45_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a7280>>
 Nguyen-5_45_1,x*(2*x + 2),tensor(0.1733),-21.76375331884829
 Nguyen-5_45_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd508071460>>
 Nguyen-5_45_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1ea5e0>>
 Nguyen-5_45_4,-4*x**2 + x,tensor(0.2313),-10.045458579757792
 Nguyen-5_45_5,exp(4*x),tensor(0.0291),-1113.965667661836
 Nguyen-5_45_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e8580>>
 Nguyen-5_45_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00e9a90>>
 Nguyen-5_45_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58805d910>>
 Nguyen-5_45_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd58805d8e0>>
 Nguyen-5_45_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8520>>
 Nguyen-5_45_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8d60>>
 Nguyen-5_45_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8dc0>>
 Nguyen-5_45_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816fa90>>
 Nguyen-5_45_14,(x - 2)*exp(x),tensor(0.2350),-9.596862276270157
 Nguyen-5_45_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd54816fd00>>
 Nguyen-5_45_16,x**2*(x - 2),tensor(0.3574),-2.232402115134284
 Nguyen-5_45_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680a8b20>>
 Nguyen-5_45_18,x*sinh(x) - x,tensor(0.1769),-20.638755185240115
 Nguyen-5_45_19,cos(2*x),tensor(0.2012),-14.759046423799981
 Nguyen-5_45_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5081addf0>>
 Nguyen-5_45_21,(x - 1)*log(x),tensor(0.),0
 Nguyen-5_45_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4f40>>
 Nguyen-5_45_23,2*x*exp(-1),tensor(0.2831),-5.409675153747768
 Nguyen-5_45_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04e1e20>>
 Nguyen-5_45_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987b8190>>
 Nguyen-5_45_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987b88b0>>
 Nguyen-5_45_27,x*asinh(x),tensor(0.2136),-12.552542442237373
 Nguyen-5_45_28,sin(x) - asinh(x),tensor(0.2613),-6.993137734467365
 Nguyen-5_45_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0777940>>
 Nguyen-5_45_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055ff40>>
 Nguyen-5_45_31,x*exp(2*x**2),tensor(0.1479),-32.197757713633536
 Nguyen-5_45_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9490>>
 Nguyen-5_45_33,cosh(x + 6),tensor(0.0015),-444118.91724484996
 Nguyen-5_45_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e055f9d0>>
 Nguyen-5_45_35,x*(x + 3) + x,tensor(0.1470),-32.670715289897544
 Nguyen-5_45_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0777a30>>
 Nguyen-5_45_37,cos(2*x + 1),tensor(0.1882),-17.594175816854307
 Nguyen-5_45_38,-sqrt(x) + cosh(x),tensor(0.),0
 Nguyen-5_45_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0777280>>
 Nguyen-5_45_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0535bb0>>
 Nguyen-5_45_41,-2*x + tan(x),tensor(0.2248),-10.886836828204414
 Nguyen-5_45_42,x*(3*x + 4),tensor(0.1236),-49.31297469204406
 Nguyen-5_45_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e8df0>>
 Nguyen-5_45_44,x**2 + sin(x + 2),tensor(0.1481),-32.080753310581144
 Nguyen-5_45_45,x/acosh(x),tensor(0.),0
 Nguyen-5_45_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06726d0>>
 Nguyen-5_45_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05efd30>>
 Nguyen-5_45_48,x*(x + exp(3)),tensor(0.0332),-848.3497427227962
 Nguyen-5_45_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0439880>>
 Nguyen-5_45_50,sin(2*x),tensor(0.2745),-5.982531876135651
 Nguyen-5_45_51,2*x + 5,tensor(0.0619),-228.84944783512017
 Nguyen-5_45_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e03e4310>>
 Nguyen-5_45_53,3*x + sinh(x),tensor(0.1522),-30.034111090610445
 Nguyen-5_45_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9cd0>>
 Nguyen-5_45_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9e20>>
 Nguyen-5_45_56,310*x**(3/2),tensor(0.),0
 Nguyen-5_45_57,4*asinh(x),tensor(0.1662),-24.15244115189069
 Nguyen-5_45_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0644c10>>
 Nguyen-5_45_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0644430>>
 Nguyen-5_45_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06444f0>>
 Nguyen-5_45_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0644580>>
 Nguyen-5_45_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06446a0>>
 Nguyen-5_45_63,x + 2*sin(x),tensor(0.2032),-14.380127113324953
 Nguyen-5_45_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987b89d0>>
 Nguyen-5_45_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4987b8940>>
 Nguyen-5_45_66,acos(x),tensor(0.1200),-52.76972734074088
 Nguyen-5_45_67,4*log(x),tensor(0.),0
 Nguyen-5_45_68,x**5*(x + 2) + x,tensor(0.2252),-10.841742804155132
 Nguyen-5_45_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e06fd070>>
 Nguyen-5_45_70,x*log(x) + 6*x,tensor(0.),0
 Nguyen-5_45_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0644d00>>
 Nguyen-5_45_72,x*(sqrt(x) + x),tensor(0.),0
 Nguyen-5_45_73,cos(x) + 1,tensor(0.1197),-53.08845763392164
 Nguyen-5_45_74,3*x*cos(x),tensor(0.2354),-9.549385700801606
 Nguyen-5_45_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b08e0>>
 Nguyen-5_45_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b0cd0>>
 Nguyen-5_45_77,4*x**3 + exp(x),tensor(0.1272),-46.11672665158908
 Nguyen-5_45_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00eae50>>
 Nguyen-5_45_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00e9610>>
 Nguyen-5_45_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd52816ee20>>
 Nguyen-5_45_81,x*(x**2 + x) + x,tensor(0.2145),-12.416022852008668
 Nguyen-5_45_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e05b8220>>
 Nguyen-5_45_83,8*x**7,tensor(0.1639),-25.030685987137637
 Nguyen-5_45_84,(2*x + 2)**2,tensor(0.0505),-353.1403484521124
 Nguyen-5_45_85,x*(2*x + cos(x)),tensor(0.1793),-19.954317767843097
 Nguyen-5_45_86,5/(2*x),tensor(0.0107),-8575.067942273394
 Nguyen-5_45_87,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0777d30>>
 Nguyen-5_45_88,2*x*(x + 2),tensor(0.1356),-39.61650853895316
 Nguyen-5_45_89,x*(2*x + 4),tensor(0.1356),-39.61650853895316
 Nguyen-5_45_90,2*exp(2*x),tensor(0.0665),-195.9432561496091
 Nguyen-5_45_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0760>>
 Nguyen-5_45_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d0280>>
 Nguyen-5_45_93,x*sinh(2*x),tensor(0.1436),-34.59325248342008
 Nguyen-5_45_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4a00d9fa0>>
 Nguyen-5_45_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e0740eb0>>
 Nguyen-5_45_96,x*(x + 1),tensor(0.2226),-11.200219299404575
 Nguyen-5_45_97,x*cos(x) - x + cosh(x),tensor(0.1452),-33.643744473901904
 Nguyen-5_45_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e056eb80>>
 Nguyen-5_45_99,sin(2*x),tensor(0.2745),-5.982531876135651
 Nguyen-5_45_100,(x + 3)*exp(x),tensor(0.0693),-179.4270840552596
 Nguyen-5_45_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e04ca640>>
 Nguyen-5_45_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e049a220>>
 Nguyen-5_45_103,x + cos(x)**2,tensor(0.1863),-18.06797773150587
 Nguyen-5_45_104,(x + 3)/x,tensor(0.0089),-12339.856411143277
 Nguyen-5_45_105,2*x,tensor(0.2443),-8.57326958213292
 Nguyen-5_45_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5680873d0>>
 Nguyen-5_45_107,3*cosh(x),tensor(0.0782),-137.7879097467199
 Nguyen-5_45_108,log(x**3/5),tensor(0.),0
 Nguyen-5_45_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd5281783d0>>
 Nguyen-5_45_110,log(12*x),tensor(0.),0
 Nguyen-5_45_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4e065b490>>
 Nguyen-5_45_112,x*sin(x) - x,tensor(0.1832),-18.87887970599814
 Nguyen-5_45_113,x,tensor(0.2822),-5.4679213474046735
 Nguyen-5_45_114,x*exp(2),tensor(0.0890),-103.87753615341614
 Nguyen-5_45_115,x*exp(-2*x),tensor(0.1906),-17.028447482595556
 Nguyen-5_45_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1c0310>>
 Nguyen-5_45_117,x**4/(x + 1),tensor(0.0394),-592.5294060485598
 Nguyen-5_45_118,x**(-2),tensor(0.0003),-10326393.95369128
 Nguyen-5_45_119,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc1b0430>>
 Nguyen-5_45_120,6/x,tensor(0.0045),-49553.950776896505
 Nguyen-5_45_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7fd4cc08d400>>
